"t_id" "chromosome" "g_start_coord_ref" "g_end_coord_ref" "strand_mane" "u_id" "u_id2" "aug_start" "aug_end" "cadd_start"
"5579" "ENST00000334289.7" "11" 101907939 101907980 "-" 5579 "uORF" 101907978 101907980 0.59031888888889
"5580" "ENST00000334295.9" "18" 36828841 36828849 "-" 5580 "uORF" 36828847 36828849 2.12687122222222
"5581" "ENST00000334304.10" "4" 22515979 22515990 "-" 5581 "uORF" 22515988 22515990 0.737877666666667
"5582" "ENST00000334304.10" "4" 22515827 22515931 "-" 5582 "uORF" 22515929 22515931 1.19402411111111
"5592" "ENST00000334414.11" "12" 70637403 70637417 "-" 5592 "uORF" 70637415 70637417 1.618221
"5600" "ENST00000334444.11" "3" 184014434 184017884 "-" 5600 "uORF" 184017882 184017884 1.98390366666667
"5601" "ENST00000334464.7" "10" 117375282 117375308 "-" 5601 "uORF" 117375306 117375308 2.05013644444444
"5602" "ENST00000334493.11" "7" 151409630 151409689 "-" 5602 "uORF" 151409687 151409689 1.39950688888889
"5603" "ENST00000334504.12" "X" 108438234 108438260 "-" 5603 "uORF" 108438258 108438260 1.95526777777778
"5608" "ENST00000334529.10" "3" 112499445 112499459 "-" 5608 "uORF" 112499457 112499459 0.638043666666667
"5610" "ENST00000334574.12" "15" 82806037 82806069 "-" 5610 "uORF" 82806067 82806069 0.296180222222222
"5611" "ENST00000334574.12" "15" 82805969 82805980 "-" 5611 "uORF" 82805978 82805980 0.332788333333333
"5612" "ENST00000334679.4" "22" 30667765 30667797 "-" 5612 "uORF" 30667795 30667797 0.826568444444443
"5613" "ENST00000334679.4" "22" 30667760 30667783 "-" 5613 "uORF" 30667781 30667783 0.346261888888889
"5614" "ENST00000334679.4" "22" 30664023 30667598 "-" 5614 "uORF" 30667596 30667598 1.47678666666667
"5615" "ENST00000334679.4" "22" 30667493 30667552 "-" 5615 "uORF" 30667550 30667552 0.567606333333333
"5616" "ENST00000334679.4" "22" 30664060 30664074 "-" 5616 "uORF" 30664072 30664074 0.529505888888889
"5617" "ENST00000334696.11" "14" 74015844 74015903 "-" 5617 "uORF" 74015901 74015903 0.91580677777778
"5618" "ENST00000334696.11" "14" 74015825 74015860 "-" 5618 "uORF" 74015858 74015860 1.43068533333334
"5620" "ENST00000334708.4" "14" 94452761 94452772 "-" 5620 "uORF" 94452770 94452772 0.473023111111111
"5621" "ENST00000334746.10" "14" 93332977 93333015 "-" 5621 "uORF" 93333013 93333015 2.31044088888889
"5622" "ENST00000334746.10" "14" 93296057 93332928 "-" 5622 "uORF" 93332926 93332928 2.07578133333333
"5623" "ENST00000334746.10" "14" 93296057 93296155 "-" 5623 "uORF" 93296153 93296155 2.03803255555555
"5624" "ENST00000334746.10" "14" 93296122 93296151 "-" 5624 "uORF" 93296149 93296151 1.98648711111111
"5625" "ENST00000334746.10" "14" 93296061 93296072 "-" 5625 "uORF" 93296070 93296072 1.70225966666667
"5626" "ENST00000334805.11" "11" 72793995 72794039 "-" 5626 "uORF" 72794037 72794039 0.337234222222222
"5627" "ENST00000334805.11" "11" 72793995 72794036 "-" 5627 "uORF" 72794034 72794036 0.324433555555556
"5628" "ENST00000334805.11" "11" 72794003 72794032 "-" 5628 "uORF" 72794030 72794032 0.0304231111111113
"5629" "ENST00000334805.11" "11" 72793804 72793998 "-" 5629 "uORF" 72793996 72793998 0.483069111111111
"5630" "ENST00000334805.11" "11" 72793804 72793989 "-" 5630 "uORF" 72793987 72793989 0.751184000000001
"5631" "ENST00000334805.11" "11" 72793804 72793962 "-" 5631 "uORF" 72793960 72793962 0.056009111111111
"5632" "ENST00000334805.11" "11" 72793584 72793601 "-" 5632 "uORF" 72793599 72793601 0.721998
"5633" "ENST00000334805.11" "11" 72793480 72793587 "-" 5633 "uORF" 72793585 72793587 0.616613444444445
"5634" "ENST00000334805.11" "11" 72793480 72793533 "-" 5634 "uORF" 72793531 72793533 0.556226333333333
"5635" "ENST00000334805.11" "11" 72793260 72793367 "-" 5635 "uORF" 72793365 72793367 0.548679
"5636" "ENST00000334805.11" "11" 72793260 72793340 "-" 5636 "uORF" 72793338 72793340 0.510136111111111
"5637" "ENST00000334805.11" "11" 72792963 72792992 "-" 5637 "uORF" 72792990 72792992 0.915939555555556
"5638" "ENST00000334805.11" "11" 72781213 72792966 "-" 5638 "uORF" 72792964 72792966 1.05934888888889
"5643" "ENST00000335021.2" "8" 7815666 7815689 "-" 5643 "uORF" 7815687 7815689 0.442872111111111
"5649" "ENST00000335230.8" "5" 151303574 151303726 "-" 5649 "uORF" 151303724 151303726 1.49204022222222
"5650" "ENST00000335230.8" "5" 151303574 151303588 "-" 5650 "uORF" 151303586 151303588 0.447139444444445
"5651" "ENST00000335230.8" "5" 151303390 151303506 "-" 5651 "uORF" 151303504 151303506 0.074117111111111
"5652" "ENST00000335230.8" "5" 151303390 151303437 "-" 5652 "uORF" 151303435 151303437 0.630599777777778
"5667" "ENST00000335472.12" "4" 146521723 146521827 "-" 5667 "uORF" 146521825 146521827 2.15495677777778
"5669" "ENST00000335496.5" "1" 16437306 16437398 "-" 5669 "uORF" 16437396 16437398 0.429626333333333
"5670" "ENST00000335496.5" "1" 16437319 16437336 "-" 5670 "uORF" 16437334 16437336 0.446910555555556
"5671" "ENST00000335496.5" "1" 16437306 16437317 "-" 5671 "uORF" 16437315 16437317 0.107422
"5672" "ENST00000335496.5" "1" 16437134 16437187 "-" 5672 "uORF" 16437185 16437187 0.0711885555555554
"5673" "ENST00000335496.5" "1" 16432820 16432864 "-" 5673 "uORF" 16432862 16432864 0.218948888888889
"5674" "ENST00000335496.5" "1" 16432825 16432845 "-" 5674 "uORF" 16432843 16432845 0.384547
"5675" "ENST00000335496.5" "1" 16432820 16432828 "-" 5675 "uORF" 16432826 16432828 0.463997777777778
"5680" "ENST00000335524.7" "2" 27138654 27138689 "-" 5680 "uORF" 27138687 27138689 0.150496111111111
"5681" "ENST00000335524.7" "2" 27138617 27138628 "-" 5681 "uORF" 27138626 27138628 0.486326888888889
"5682" "ENST00000335524.7" "2" 27138554 27138589 "-" 5682 "uORF" 27138587 27138589 0.589518666666667
"5683" "ENST00000335524.7" "2" 27138427 27138549 "-" 5683 "uORF" 27138547 27138549 0.255893
"5684" "ENST00000335524.7" "2" 27138427 27138543 "-" 5684 "uORF" 27138541 27138543 0.123431555555555
"5685" "ENST00000335542.13" "3" 10291311 10292913 "-" 5685 "uORF" 10292911 10292913 0.980683555555557
"5686" "ENST00000335542.13" "3" 10291414 10291446 "-" 5686 "uORF" 10291444 10291446 0.0137102222222221
"5687" "ENST00000335542.13" "3" 10291311 10291343 "-" 5687 "uORF" 10291341 10291343 -0.116597222222222
"5688" "ENST00000335542.13" "3" 10291311 10291325 "-" 5688 "uORF" 10291323 10291325 -0.116194222222222
"5689" "ENST00000335542.13" "3" 10291213 10291269 "-" 5689 "uORF" 10291267 10291269 -0.079854111111111
"5690" "ENST00000335542.13" "3" 10291061 10291150 "-" 5690 "uORF" 10291148 10291150 0.129724444444444
"5691" "ENST00000335542.13" "3" 10291061 10291099 "-" 5691 "uORF" 10291097 10291099 -0.398531888888889
"5692" "ENST00000335542.13" "3" 10290759 10290986 "-" 5692 "uORF" 10290984 10290986 0.212878555555555
"5693" "ENST00000335542.13" "3" 10290880 10290936 "-" 5693 "uORF" 10290934 10290936 0.275479
"5694" "ENST00000335542.13" "3" 10290759 10290839 "-" 5694 "uORF" 10290837 10290839 1.76344522222222
"5695" "ENST00000335542.13" "3" 10290784 10290801 "-" 5695 "uORF" 10290799 10290801 0.409461777777778
"5708" "ENST00000335694.4" "20" 23988636 23988656 "-" 5708 "uORF" 23988654 23988656 0.335319444444444
"5716" "ENST00000335790.8" "11" 8263731 8263772 "-" 5716 "uORF" 8263770 8263772 2.15908766666667
"5717" "ENST00000335790.8" "11" 8263708 8263734 "-" 5717 "uORF" 8263732 8263734 2.09081777777778
"5718" "ENST00000335790.8" "11" 8263708 8263722 "-" 5718 "uORF" 8263720 8263722 2.21777711111111
"5719" "ENST00000335791.10" "9" 127916880 127916984 "-" 5719 "uORF" 127916982 127916984 1.92666955555555
"5720" "ENST00000335791.10" "9" 127916880 127916909 "-" 5720 "uORF" 127916907 127916909 0.865499888888889
"5721" "ENST00000335793.4" "17" 73286555 73286608 "-" 5721 "uORF" 73286606 73286608 1.22753144444444
"5722" "ENST00000335890.3" "X" 47658985 47658999 "-" 5722 "uORF" 47658997 47658999 1.13848688888889
"5728" "ENST00000335999.7" "12" 49806033 49828372 "-" 5728 "uORF" 49828370 49828372 2.20716811111111
"5729" "ENST00000335999.7" "12" 49806012 49806023 "-" 5729 "uORF" 49806021 49806023 1.68913022222222
"5745" "ENST00000336152.8" "10" 90857744 90857779 "-" 5745 "uORF" 90857777 90857779 1.85191377777778
"5748" "ENST00000336257.8" "16" 75535303 75535347 "-" 5748 "uORF" 75535345 75535347 0.323672888888889
"5749" "ENST00000336257.8" "16" 75531572 75531640 "-" 5749 "uORF" 75531638 75531640 -0.157109
"5750" "ENST00000336257.8" "16" 75531612 75531623 "-" 5750 "uORF" 75531621 75531623 1.16667077777778
"5751" "ENST00000336257.8" "16" 75531361 75531444 "-" 5751 "uORF" 75531442 75531444 0.404889222222222
"5752" "ENST00000336257.8" "16" 75531361 75531411 "-" 5752 "uORF" 75531409 75531411 0.34057
"5753" "ENST00000336257.8" "16" 75531209 75531361 "-" 5753 "uORF" 75531359 75531361 0.133309333333333
"5754" "ENST00000336257.8" "16" 75531101 75531151 "-" 5754 "uORF" 75531149 75531151 -0.310081222222222
"5755" "ENST00000336257.8" "16" 75531109 75531126 "-" 5755 "uORF" 75531124 75531126 0.105570777777778
"5756" "ENST00000336257.8" "16" 75531057 75531077 "-" 5756 "uORF" 75531075 75531077 0.141225555555555
"5757" "ENST00000336257.8" "16" 75530921 75530962 "-" 5757 "uORF" 75530960 75530962 0.080229222222222
"5758" "ENST00000336257.8" "16" 75530921 75530956 "-" 5758 "uORF" 75530954 75530956 0.144645333333333
"5759" "ENST00000336257.8" "16" 75530420 75530575 "-" 5759 "uORF" 75530573 75530575 0.0407032222222223
"5760" "ENST00000336257.8" "16" 75530505 75530513 "-" 5760 "uORF" 75530511 75530513 0.026370666666667
"5761" "ENST00000336257.8" "16" 75530420 75530449 "-" 5761 "uORF" 75530447 75530449 -0.281256111111111
"5774" "ENST00000336686.9" "3" 37149033 37174571 "-" 5774 "uORF" 37174569 37174571 1.34974133333333
"5777" "ENST00000336751.11" "1" 146020284 146021633 "-" 5777 "uORF" 146021631 146021633 1.30058311111111
"5778" "ENST00000336751.11" "1" 146020284 146021606 "-" 5778 "uORF" 146021604 146021606 1.17627622222222
"5782" "ENST00000336832.7" "3" 9879033 9879053 "-" 5782 "uORF" 9879051 9879053 0.379896555555556
"5783" "ENST00000336832.7" "3" 9878977 9878997 "-" 5783 "uORF" 9878995 9878997 0.183358444444445
"5787" "ENST00000336898.8" "11" 75525866 75525898 "-" 5787 "uORF" 75525896 75525898 1.77849122222222
"5788" "ENST00000336898.8" "11" 75477766 75477777 "-" 5788 "uORF" 75477775 75477777 1.945797
"5791" "ENST00000337198.10" "8" 102863863 102863916 "-" 5791 "uORF" 102863914 102863916 2.38731655555556
"5792" "ENST00000337198.10" "8" 102843731 102858046 "-" 5792 "uORF" 102858044 102858046 2.28005144444444
"5793" "ENST00000337198.10" "8" 102843654 102843683 "-" 5793 "uORF" 102843681 102843683 2.16445477777778
"5796" "ENST00000337248.9" "1" 24413722 24413745 "-" 5796 "uORF" 24413743 24413745 0.858084222222222
"5797" "ENST00000337248.9" "1" 24401434 24401442 "-" 5797 "uORF" 24401440 24401442 0.458015555555556
"5798" "ENST00000337248.9" "1" 24401390 24401416 "-" 5798 "uORF" 24401414 24401416 1.341773
"5799" "ENST00000337288.10" "2" 96208544 96208630 "-" 5799 "uORF" 96208628 96208630 0.972296555555557
"5800" "ENST00000337288.10" "2" 96208519 96208575 "-" 5800 "uORF" 96208573 96208575 1.38393188888889
"5801" "ENST00000337318.8" "10" 124706809 124706829 "-" 5801 "uORF" 124706827 124706829 0.282060222222222
"5802" "ENST00000337318.8" "10" 124706724 124706762 "-" 5802 "uORF" 124706760 124706762 1.60599633333333
"5803" "ENST00000337318.8" "10" 124706724 124706741 "-" 5803 "uORF" 124706739 124706741 1.20130044444444
"5814" "ENST00000337414.9" "X" 11664975 11665031 "-" 5814 "uORF" 11665029 11665031 1.625121
"5821" "ENST00000337478.3" "10" 104338437 104338460 "-" 5821 "uORF" 104338458 104338460 2.26796311111111
"5822" "ENST00000337514.11" "12" 102480497 102480505 "-" 5822 "uORF" 102480503 102480505 2.02986877777778
"5823" "ENST00000337523.10" "6" 31971969 31972034 "-" 5823 "uORF" 31972032 31972034 2.01096177777778
"5824" "ENST00000337523.10" "6" 31971961 31971972 "-" 5824 "uORF" 31971970 31971972 0.910331000000002
"5825" "ENST00000337537.8" "14" 63543326 63543346 "-" 5825 "uORF" 63543344 63543346 2.20031722222222
"5826" "ENST00000337537.8" "14" 63543018 63543047 "-" 5826 "uORF" 63543045 63543047 2.30449477777778
"5831" "ENST00000337576.7" "20" 3167830 3167940 "-" 5831 "uORF" 3167938 3167940 1.95867111111111
"5832" "ENST00000337576.7" "20" 3167751 3167870 "-" 5832 "uORF" 3167868 3167870 1.90775211111111
"5841" "ENST00000337743.9" "20" 13630088 13630123 "-" 5841 "uORF" 13630121 13630123 1.82565655555556
"5842" "ENST00000337743.9" "20" 13630098 13630115 "-" 5842 "uORF" 13630113 13630115 1.93353711111111
"5843" "ENST00000337768.10" "2" 27662228 27662242 "-" 5843 "uORF" 27662240 27662242 0.443223555555556
"5855" "ENST00000337836.10" "5" 41213493 41213519 "-" 5855 "uORF" 41213517 41213519 0.191321666666667
"5858" "ENST00000337910.10" "10" 60944041 60944133 "-" 5858 "uORF" 60944131 60944133 2.29542244444444
"5863" "ENST00000337963.9" "13" 19862435 19862443 "-" 5863 "uORF" 19862441 19862443 0.080032111111111
"5866" "ENST00000338034.9" "17" 13018013 13018027 "-" 5866 "uORF" 13018025 13018027 0.902537555555557
"5870" "ENST00000338087.10" "8" 133074999 133102588 "-" 5870 "uORF" 133102586 133102588 1.09807288888889
"5871" "ENST00000338087.10" "8" 133075094 133102563 "-" 5871 "uORF" 133102561 133102563 0.737247777777778
"5872" "ENST00000338087.10" "8" 133075021 133075035 "-" 5872 "uORF" 133075033 133075035 1.83437144444445
"5873" "ENST00000338087.10" "8" 133074932 133074997 "-" 5873 "uORF" 133074995 133074997 1.39772111111111
"5874" "ENST00000338087.10" "8" 133074855 133074869 "-" 5874 "uORF" 133074867 133074869 1.62965055555555
"5875" "ENST00000338154.11" "X" 54044400 54044450 "-" 5875 "uORF" 54044448 54044450 2.00566366666667
"5876" "ENST00000338154.11" "X" 54044341 54044406 "-" 5876 "uORF" 54044404 54044406 2.18283411111111
"5877" "ENST00000338154.11" "X" 54044088 54044111 "-" 5877 "uORF" 54044109 54044111 0.447872444444444
"5878" "ENST00000338154.11" "X" 54043840 54043857 "-" 5878 "uORF" 54043855 54043857 0.707306666666667
"5880" "ENST00000338244.6" "20" 4970793 4970831 "-" 5880 "uORF" 4970829 4970831 0.667750333333333
"5881" "ENST00000338244.6" "20" 4932622 4970820 "-" 5881 "uORF" 4970818 4970820 1.18006455555555
"5882" "ENST00000338244.6" "20" 4932677 4932706 "-" 5882 "uORF" 4932704 4932706 1.76049466666667
"5883" "ENST00000338305.7" "6" 40587232 40587297 "-" 5883 "uORF" 40587295 40587297 2.05869066666666
"5884" "ENST00000338305.7" "6" 40587129 40587278 "-" 5884 "uORF" 40587276 40587278 2.07603022222222
"5885" "ENST00000338305.7" "6" 40587137 40587151 "-" 5885 "uORF" 40587149 40587151 2.18010522222222
"5886" "ENST00000338305.7" "6" 40587129 40587146 "-" 5886 "uORF" 40587144 40587146 1.96784855555556
"5887" "ENST00000338305.7" "6" 40586957 40587025 "-" 5887 "uORF" 40587023 40587025 2.23994844444444
"5888" "ENST00000338305.7" "6" 40433121 40586956 "-" 5888 "uORF" 40586954 40586956 2.38933533333333
"5894" "ENST00000338376.8" "15" 40755187 40755216 "-" 5894 "uORF" 40755214 40755216 1.16015844444444
"5898" "ENST00000338487.6" "10" 75058516 75073619 "-" 5898 "uORF" 75073617 75073619 0.177679222222222
"5899" "ENST00000338588.8" "7" 135748716 135748787 "-" 5899 "uORF" 135748785 135748787 0.663506333333333
"5906" "ENST00000338682.8" "5" 80563796 80566698 "-" 5906 "uORF" 80566696 80566698 1.10649755555555
"5907" "ENST00000338682.8" "5" 80563750 80563815 "-" 5907 "uORF" 80563813 80563815 0.785447111111111
"5908" "ENST00000338745.11" "3" 18425214 18425303 "-" 5908 "uORF" 18425301 18425303 1.47340411111111
"5909" "ENST00000338745.11" "3" 18425037 18425201 "-" 5909 "uORF" 18425199 18425201 2.12159422222222
"5910" "ENST00000338745.11" "3" 18425037 18425057 "-" 5910 "uORF" 18425055 18425057 1.67324377777778
"5911" "ENST00000338745.11" "3" 18424777 18425037 "-" 5911 "uORF" 18425035 18425037 2.08786244444445
"5912" "ENST00000338745.11" "3" 18424403 18424525 "-" 5912 "uORF" 18424523 18424525 2.07975422222222
"5913" "ENST00000338745.11" "3" 18424352 18424402 "-" 5913 "uORF" 18424400 18424402 1.69686033333333
"5914" "ENST00000338745.11" "3" 18424263 18424286 "-" 5914 "uORF" 18424284 18424286 0.438716222222222
"5915" "ENST00000338745.11" "3" 18423896 18423916 "-" 5915 "uORF" 18423914 18423916 1.10120577777778
"5916" "ENST00000338745.11" "3" 18423828 18423872 "-" 5916 "uORF" 18423870 18423872 1.59678311111111
"5917" "ENST00000338745.11" "3" 18420988 18423649 "-" 5917 "uORF" 18423647 18423649 2.01892766666667
"5918" "ENST00000338754.9" "22" 26541681 26544622 "-" 5918 "uORF" 26544620 26544622 1.93230711111111
"5919" "ENST00000338779.11" "16" 70685920 70685979 "-" 5919 "uORF" 70685977 70685979 1.68721955555555
"5920" "ENST00000338832.4" "11" 112260782 112260859 "-" 5920 "uORF" 112260857 112260859 0.148237888888889
"5921" "ENST00000338832.4" "11" 112260680 112260775 "-" 5921 "uORF" 112260773 112260775 0.103089555555556
"5922" "ENST00000338832.4" "11" 112260680 112260748 "-" 5922 "uORF" 112260746 112260748 0.0641556666666667
"5923" "ENST00000338832.4" "11" 112260680 112260721 "-" 5923 "uORF" 112260719 112260721 0.374646222222222
"5924" "ENST00000338832.4" "11" 112260643 112260687 "-" 5924 "uORF" 112260685 112260687 0.400609333333333
"5925" "ENST00000338832.4" "11" 112260654 112260683 "-" 5925 "uORF" 112260681 112260683 0.476303444444446
"5927" "ENST00000338910.9" "13" 19782843 19782935 "-" 5927 "uORF" 19782933 19782935 0.742217444444445
"5962" "ENST00000339007.4" "19" 18397225 18397239 "-" 5962 "uORF" 18397237 18397239 0.168502555555556
"5963" "ENST00000339020.8" "5" 61161110 61161196 "-" 5963 "uORF" 61161194 61161196 0.968897555555555
"5964" "ENST00000339137.7" "9" 86259580 86259633 "-" 5964 "uORF" 86259631 86259633 0.321453777777778
"5965" "ENST00000339137.7" "9" 86259558 86259629 "-" 5965 "uORF" 86259627 86259629 0.0827015555555557
"5966" "ENST00000339137.7" "9" 86259572 86259583 "-" 5966 "uORF" 86259581 86259583 0.130263
"5967" "ENST00000339139.5" "6" 49712562 49713476 "-" 5967 "uORF" 49713474 49713476 0.534990499999998
"5968" "ENST00000339139.5" "6" 49712562 49712585 "-" 5968 "uORF" 49712583 49712585 0.343594444444444
"5969" "ENST00000339139.5" "6" 49712543 49712554 "-" 5969 "uORF" 49712552 49712554 0.408406
"5976" "ENST00000339235.4" "12" 1594390 1594455 "-" 5976 "uORF" 1594453 1594455 1.75705377777778
"5983" "ENST00000339464.9" "22" 45976856 45976918 "-" 5983 "uORF" 45976916 45976918 2.16928688888889
"5984" "ENST00000339468.8" "22" 21735727 21735753 "-" 5984 "uORF" 21735751 21735753 2.19787655555556
"5985" "ENST00000339468.8" "22" 21710765 21735653 "-" 5985 "uORF" 21735651 21735653 2.46215522222222
"5989" "ENST00000339488.9" "6" 48069844 48111169 "-" 5989 "uORF" 48111167 48111169 0.178310555555556
"5990" "ENST00000339488.9" "6" 48111132 48111146 "-" 5990 "uORF" 48111144 48111146 0.181128444444445
"5991" "ENST00000339488.9" "6" 48069863 48111077 "-" 5991 "uORF" 48111075 48111077 0.000447666666666663
"5992" "ENST00000339488.9" "6" 48069844 48069852 "-" 5992 "uORF" 48069850 48069852 0.247824
"5993" "ENST00000339488.9" "6" 48069726 48069833 "-" 5993 "uORF" 48069831 48069833 -0.182646555555555
"5994" "ENST00000339488.9" "6" 48069726 48069734 "-" 5994 "uORF" 48069732 48069734 0.565762111111111
"5995" "ENST00000339488.9" "6" 48069340 48069729 "-" 5995 "uORF" 48069727 48069729 0.271431
"5996" "ENST00000339488.9" "6" 48069340 48069642 "-" 5996 "uORF" 48069640 48069642 1.69810777777778
"5997" "ENST00000339488.9" "6" 48069246 48069578 "-" 5997 "uORF" 48069576 48069578 0.373813444444445
"5998" "ENST00000339488.9" "6" 48069246 48069497 "-" 5998 "uORF" 48069495 48069497 1.29209455555556
"5999" "ENST00000339488.9" "6" 48069246 48069476 "-" 5999 "uORF" 48069474 48069476 2.28011122222222
"6000" "ENST00000339488.9" "6" 48069246 48069362 "-" 6000 "uORF" 48069360 48069362 0.194069333333333
"6001" "ENST00000339488.9" "6" 48068984 48069325 "-" 6001 "uORF" 48069323 48069325 1.29094144444445
"6002" "ENST00000339488.9" "6" 48069087 48069137 "-" 6002 "uORF" 48069135 48069137 0.685546
"6003" "ENST00000339488.9" "6" 48069087 48069128 "-" 6003 "uORF" 48069126 48069128 1.88560477777778
