"t_id" "chromosome" "g_start_coord_ref" "g_end_coord_ref" "strand_mane" "u_id" "u_id2" "aug_end" "one_two_three" "phylop2"
"3114" "ENST00000296452.5" "3" 49554504 49554536 "+" 3114 "uORF" 49554506 3 1.5
"3118" "ENST00000296499.6" "4" 118034509 118034586 "+" 3118 "uORF" 118034511 3 0.833333333333333
"3119" "ENST00000296499.6" "4" 118053792 118053821 "+" 3119 "uORF" 118053794 3 2.83333333333333
"3120" "ENST00000296499.6" "4" 118053802 118053813 "+" 3120 "uORF" 118053804 3 6.66666666666667
"3121" "ENST00000296499.6" "4" 118053870 118053890 "+" 3121 "uORF" 118053872 3 1.16666666666667
"3122" "ENST00000296513.7" "4" 122379049 122379081 "+" 3122 "uORF" 122379051 3 -0.5
"3123" "ENST00000296513.7" "4" 122379078 122379086 "+" 3123 "uORF" 122379080 3 -0.333333333333333
"3124" "ENST00000296513.7" "4" 122379083 122380065 "+" 3124 "uORF" 122379085 3 -0.333333333333333
"3125" "ENST00000296529.11" "4" 158210495 158210551 "+" 3125 "uORF" 158210497 3 -1.33333333333333
"3129" "ENST00000296550.12" "4" 150078808 150078843 "+" 3129 "uORF" 150078810 3 0.5
"3130" "ENST00000296550.12" "4" 150078908 150078937 "+" 3130 "uORF" 150078910 3 1.66666666666667
"3131" "ENST00000296564.9" "5" 5422786 5422881 "+" 3131 "uORF" 5422788 3 1.33333333333333
"3132" "ENST00000296582.8" "4" 147617442 147617471 "+" 3132 "uORF" 147617444 3 0.333333333333333
"3133" "ENST00000296582.8" "4" 147617624 147617659 "+" 3133 "uORF" 147617626 3 2
"3134" "ENST00000296582.8" "4" 147617705 147617833 "+" 3134 "uORF" 147617707 3 1.66666666666667
"3135" "ENST00000296582.8" "4" 147617726 147617833 "+" 3135 "uORF" 147617728 3 2.33333333333333
"3136" "ENST00000296582.8" "4" 147617862 147617933 "+" 3136 "uORF" 147617864 3 0.166666666666667
"3137" "ENST00000296600.5" "5" 122129656 122129667 "+" 3137 "uORF" 122129658 3 -0.333333333333333
"3138" "ENST00000296600.5" "5" 122129661 122151842 "+" 3138 "uORF" 122129663 3 -0.166666666666667
"3139" "ENST00000296600.5" "5" 122151802 122151864 "+" 3139 "uORF" 122151804 3 1.66666666666667
"3140" "ENST00000296600.5" "5" 122151839 122151850 "+" 3140 "uORF" 122151841 3 1.33333333333333
"3155" "ENST00000296682.4" "5" 23507679 23507705 "+" 3155 "uORF" 23507681 3 -0.833333333333333
"3156" "ENST00000296694.5" "5" 147878720 147878767 "+" 3156 "uORF" 147878722 3 -1.16666666666667
"3158" "ENST00000296739.6" "5" 80320002 80320076 "+" 3158 "uORF" 80320004 3 2.33333333333333
"3159" "ENST00000296739.6" "5" 80320059 80320076 "+" 3159 "uORF" 80320061 3 2.5
"3166" "ENST00000296795.8" "4" 186069195 186069218 "+" 3166 "uORF" 186069197 3 0.166666666666667
"3167" "ENST00000296839.5" "6" 1312128 1312211 "+" 3167 "uORF" 1312130 3 0.666666666666667
"3168" "ENST00000296839.5" "6" 1312339 1312377 "+" 3168 "uORF" 1312341 3 0
"3169" "ENST00000296839.5" "6" 1312345 1312377 "+" 3169 "uORF" 1312347 3 -0.666666666666667
"3170" "ENST00000296849.10" "5" 1008973 1009026 "+" 3170 "uORF" 1008975 3 -0.666666666666667
"3173" "ENST00000296921.6" "5" 171309296 171309310 "+" 3173 "uORF" 171309298 3 1.66666666666667
"3174" "ENST00000296953.6" "5" 173056413 173056460 "+" 3174 "uORF" 173056415 3 4
"3175" "ENST00000296978.4" "6" 130366178 130366258 "+" 3175 "uORF" 130366180 3 1
"3176" "ENST00000296978.4" "6" 130366348 130366395 "+" 3176 "uORF" 130366350 3 0.666666666666667
"3187" "ENST00000297164.8" "5" 141637041 141637283 "+" 3187 "uORF" 141637043 3 0.166666666666667
"3188" "ENST00000297164.8" "5" 141637647 141637895 "+" 3188 "uORF" 141637649 3 1
"3189" "ENST00000297164.8" "5" 141637898 141638005 "+" 3189 "uORF" 141637900 3 0.833333333333333
"3194" "ENST00000297265.5" "8" 81732457 81732498 "+" 3194 "uORF" 81732459 3 0.5
"3195" "ENST00000297268.11" "7" 94394949 94394969 "+" 3195 "uORF" 94394951 3 6.33333333333333
"3196" "ENST00000297268.11" "7" 94395015 94395029 "+" 3196 "uORF" 94395017 3 8
"3197" "ENST00000297293.6" "7" 98106867 98106947 "+" 3197 "uORF" 98106869 3 1.66666666666667
"3198" "ENST00000297293.6" "7" 98106882 98106947 "+" 3198 "uORF" 98106884 3 1.83333333333333
"3199" "ENST00000297293.6" "7" 98106982 98107083 "+" 3199 "uORF" 98106984 3 3
"3201" "ENST00000297324.5" "8" 13566890 13566928 "+" 3201 "uORF" 13566892 3 -3
"3202" "ENST00000297324.5" "8" 13566965 13566982 "+" 3202 "uORF" 13566967 3 -0.833333333333333
"3210" "ENST00000297494.8" "7" 150991088 150991105 "+" 3210 "uORF" 150991090 3 0.333333333333333
"3211" "ENST00000297494.8" "7" 150991107 150991196 "+" 3211 "uORF" 150991109 3 0.666666666666667
"3212" "ENST00000297494.8" "7" 150991132 150991176 "+" 3212 "uORF" 150991134 3 0.666666666666667
"3213" "ENST00000297494.8" "7" 150991240 150991254 "+" 3213 "uORF" 150991242 3 0.166666666666667
"3215" "ENST00000297565.9" "8" 98944499 98944585 "+" 3215 "uORF" 98944501 3 3.33333333333333
"3216" "ENST00000297565.9" "8" 98944689 98944790 "+" 3216 "uORF" 98944691 3 3.66666666666667
"3217" "ENST00000297565.9" "8" 98944746 98944790 "+" 3217 "uORF" 98944748 3 1.16666666666667
"3222" "ENST00000297661.9" "9" 34179061 34179147 "+" 3222 "uORF" 34179063 3 3
"3224" "ENST00000297784.10" "9" 72521609 72521812 "+" 3224 "uORF" 72521611 3 0.5
"3225" "ENST00000297784.10" "9" 72521809 72521904 "+" 3225 "uORF" 72521811 3 0
"3226" "ENST00000297784.10" "9" 72521904 72578011 "+" 3226 "uORF" 72521906 3 -0.666666666666667
"3227" "ENST00000297784.10" "9" 72521907 72578011 "+" 3227 "uORF" 72521909 3 0.333333333333333
"3228" "ENST00000297784.10" "9" 72577902 72577985 "+" 3228 "uORF" 72577904 3 0.666666666666667
"3229" "ENST00000297784.10" "9" 72616371 72616451 "+" 3229 "uORF" 72616373 3 0
"3230" "ENST00000297784.10" "9" 72616454 72616477 "+" 3230 "uORF" 72616456 3 0.166666666666667
"3231" "ENST00000297784.10" "9" 72616459 72628045 "+" 3231 "uORF" 72616461 3 0.166666666666667
"3232" "ENST00000297784.10" "9" 72616474 72628045 "+" 3232 "uORF" 72616476 3 0.166666666666667
"3233" "ENST00000297784.10" "9" 72627922 72627996 "+" 3233 "uORF" 72627924 3 0.333333333333333
"3234" "ENST00000297784.10" "9" 72627940 72627996 "+" 3234 "uORF" 72627942 3 0.333333333333333
"3235" "ENST00000297784.10" "9" 72628038 72648612 "+" 3235 "uORF" 72628040 3 -0.333333333333333
"3236" "ENST00000297788.9" "7" 128792242 128792331 "+" 3236 "uORF" 128792244 3 -0.166666666666667
"3238" "ENST00000297875.7" "X" 38033671 38033766 "+" 3238 "uORF" 38033673 3 1.83333333333333
"3245" "ENST00000297933.11" "9" 125261948 125268941 "+" 3245 "uORF" 125261950 3 1.5
"3248" "ENST00000297994.4" "9" 37753814 37753843 "+" 3248 "uORF" 37753816 3 -1.5
"3249" "ENST00000298119.9" "14" 41606894 41607031 "+" 3249 "uORF" 41606896 3 1.66666666666667
"3250" "ENST00000298119.9" "14" 41607134 41607199 "+" 3250 "uORF" 41607136 3 0.166666666666667
"3251" "ENST00000298119.9" "14" 41607138 41607167 "+" 3251 "uORF" 41607140 3 1.83333333333333
"3252" "ENST00000298119.9" "14" 41607455 41607520 "+" 3252 "uORF" 41607457 3 0.166666666666667
"3253" "ENST00000298119.9" "14" 41607485 41607520 "+" 3253 "uORF" 41607487 3 -0.166666666666667
"3254" "ENST00000298119.9" "14" 41607566 41607613 "+" 3254 "uORF" 41607568 3 1.83333333333333
"3255" "ENST00000298119.9" "14" 41607605 41607613 "+" 3255 "uORF" 41607607 3 1.33333333333333
"3256" "ENST00000298119.9" "14" 41607621 41607656 "+" 3256 "uORF" 41607623 3 0.5
"3257" "ENST00000298119.9" "14" 41607631 41607879 "+" 3257 "uORF" 41607633 3 0.5
"3258" "ENST00000298119.9" "14" 41607942 41607959 "+" 3258 "uORF" 41607944 3 0.5
"3259" "ENST00000298119.9" "14" 41608022 41608081 "+" 3259 "uORF" 41608024 3 4
"3260" "ENST00000298119.9" "14" 41608092 41608148 "+" 3260 "uORF" 41608094 3 2
"3261" "ENST00000298119.9" "14" 41608330 41608428 "+" 3261 "uORF" 41608332 3 1.33333333333333
"3262" "ENST00000298119.9" "14" 41608416 41608553 "+" 3262 "uORF" 41608418 3 5
"3263" "ENST00000298119.9" "14" 41608432 41608479 "+" 3263 "uORF" 41608434 3 4.33333333333333
"3264" "ENST00000298119.9" "14" 41766945 41886613 "+" 3264 "uORF" 41766947 3 4.66666666666667
"3265" "ENST00000298139.7" "8" 31033891 31058435 "+" 3265 "uORF" 31033893 3 -0.166666666666667
"3266" "ENST00000298139.7" "8" 31058403 31058435 "+" 3266 "uORF" 31058405 3 0
"3267" "ENST00000298171.7" "14" 80955633 80955662 "+" 3267 "uORF" 80955635 3 0.666666666666667
"3268" "ENST00000298171.7" "14" 80955651 80955662 "+" 3268 "uORF" 80955653 3 1.16666666666667
"3271" "ENST00000298229.7" "11" 72224938 72224970 "+" 3271 "uORF" 72224940 3 1.83333333333333
"3272" "ENST00000298282.14" "11" 125164760 125235048 "+" 3272 "uORF" 125164762 3 4.33333333333333
"3273" "ENST00000298282.14" "11" 125235085 125331868 "+" 3273 "uORF" 125235087 3 2
"3274" "ENST00000298288.11" "14" 49598950 49598997 "+" 3274 "uORF" 49598952 3 0.333333333333333
"3275" "ENST00000298299.4" "10" 45003308 45003319 "+" 3275 "uORF" 45003310 3 0.166666666666667
"3276" "ENST00000298316.7" "14" 49893284 49893292 "+" 3276 "uORF" 49893286 3 1.33333333333333
"3277" "ENST00000298316.7" "14" 49893562 49893573 "+" 3277 "uORF" 49893564 3 1.5
"3279" "ENST00000298386.7" "13" 31739531 31739608 "+" 3279 "uORF" 31739533 3 0
"3307" "ENST00000298815.13" "11" 100687413 100687502 "+" 3307 "uORF" 100687415 3 2.66666666666667
"3308" "ENST00000298815.13" "11" 100687423 100687437 "+" 3308 "uORF" 100687425 3 0.833333333333333
"3309" "ENST00000298832.14" "14" 75661371 75661382 "+" 3309 "uORF" 75661373 3 1.83333333333333
"3310" "ENST00000298832.14" "14" 75661379 75663126 "+" 3310 "uORF" 75661381 3 3.16666666666667
"3312" "ENST00000298875.9" "14" 92121988 92122041 "+" 3312 "uORF" 92121990 3 3.33333333333333
"3313" "ENST00000298999.8" "10" 98162898 98162927 "+" 3313 "uORF" 98162900 3 -1.33333333333333
"3314" "ENST00000298999.8" "10" 98163353 98163361 "+" 3314 "uORF" 98163355 3 0
"3315" "ENST00000298999.8" "10" 98163384 98208101 "+" 3315 "uORF" 98163386 3 0.666666666666667
"3316" "ENST00000299001.11" "11" 94567396 94567452 "+" 3316 "uORF" 94567398 3 -0.333333333333333
"3317" "ENST00000299045.8" "12" 106302742 106302768 "+" 3317 "uORF" 106302744 3 0.666666666666667
"3318" "ENST00000299084.9" "15" 38253056 38253178 "+" 3318 "uORF" 38253058 3 4.33333333333333
"3327" "ENST00000299191.4" "16" 49373816 49373893 "+" 3327 "uORF" 49373818 3 0
"3328" "ENST00000299192.8" "16" 50066005 50066037 "+" 3328 "uORF" 50066007 3 0.833333333333333
"3329" "ENST00000299194.6" "12" 1827420 1827431 "+" 3329 "uORF" 1827422 3 0.166666666666667
"3330" "ENST00000299194.6" "12" 1827436 1828081 "+" 3330 "uORF" 1827438 3 0.333333333333333
"3331" "ENST00000299194.6" "12" 1827592 1828081 "+" 3331 "uORF" 1827594 3 3.33333333333333
"3340" "ENST00000299295.7" "21" 18245073 18245117 "+" 3340 "uORF" 18245075 3 2.66666666666667
"3343" "ENST00000299320.10" "16" 4736477 4736488 "+" 3343 "uORF" 4736479 3 1.33333333333333
"3346" "ENST00000299443.6" "21" 13609797 13609859 "+" 3346 "uORF" 13609799 3 -0.5
"3347" "ENST00000299481.5" "11" 7020540 7020548 "+" 3347 "uORF" 7020542 3 -1.33333333333333
"3348" "ENST00000299492.9" "11" 7514044 7549442 "+" 3348 "uORF" 7514046 3 0.166666666666667
"3349" "ENST00000299505.8" "19" 34299772 34299843 "+" 3349 "uORF" 34299774 3 2
"3350" "ENST00000299505.8" "19" 34299810 34299878 "+" 3350 "uORF" 34299812 3 1.66666666666667
"3351" "ENST00000299505.8" "19" 34300214 34300282 "+" 3351 "uORF" 34300216 3 1.66666666666667
"3352" "ENST00000299505.8" "19" 34300332 34300403 "+" 3352 "uORF" 34300334 3 0.833333333333333
"3353" "ENST00000299505.8" "19" 34300347 34300403 "+" 3353 "uORF" 34300349 3 1.16666666666667
"3354" "ENST00000299505.8" "19" 34300353 34300403 "+" 3354 "uORF" 34300355 3 5.33333333333333
"3355" "ENST00000299565.9" "15" 78565522 78565551 "+" 3355 "uORF" 78565524 3 -2.83333333333333
"3357" "ENST00000299665.3" "12" 8513518 8513685 "+" 3357 "uORF" 8513520 3 0.666666666666667
"3358" "ENST00000299687.10" "18" 74630970 74630993 "+" 3358 "uORF" 74630972 3 0.833333333333333
"3365" "ENST00000299727.5" "18" 77250016 77250174 "+" 3365 "uORF" 77250018 3 0
"3375" "ENST00000299824.6" "20" 38835833 38835892 "+" 3375 "uORF" 38835835 3 2.5
"3380" "ENST00000299853.10" "16" 22297440 22297454 "+" 3380 "uORF" 22297442 3 3.33333333333333
"3382" "ENST00000299964.4" "11" 114296441 114296464 "+" 3382 "uORF" 114296443 3 -0.5
"3383" "ENST00000299964.4" "11" 114296450 114296464 "+" 3383 "uORF" 114296452 3 0.166666666666667
"3384" "ENST00000300006.9" "16" 15434610 15434618 "+" 3384 "uORF" 15434612 3 3.16666666666667
"3386" "ENST00000300098.3" "12" 56994514 56994594 "+" 3386 "uORF" 56994516 3 -0.5
"3400" "ENST00000300176.9" "7" 100539227 100539307 "+" 3400 "uORF" 100539229 3 0.166666666666667
"3406" "ENST00000300187.11" "11" 60396520 60396561 "+" 3406 "uORF" 60396522 3 1.66666666666667
"3407" "ENST00000300187.11" "11" 60396535 60396561 "+" 3407 "uORF" 60396537 3 0
"3408" "ENST00000300190.7" "11" 60429616 60429624 "+" 3408 "uORF" 60429618 3 3
"3409" "ENST00000300231.6" "15" 43517674 43520676 "+" 3409 "uORF" 43517676 3 1.66666666666667
"3410" "ENST00000300231.6" "15" 43521078 43521387 "+" 3410 "uORF" 43521080 3 0.5
"3416" "ENST00000300403.11" "20" 31739292 31739336 "+" 3416 "uORF" 31739294 3 0.5
"3418" "ENST00000300456.5" "9" 128340700 128340732 "+" 3418 "uORF" 128340702 3 -0.333333333333333
"3419" "ENST00000300504.7" "15" 73873624 73873650 "+" 3419 "uORF" 73873626 3 1.5
"3420" "ENST00000300576.6" "15" 75258394 75258528 "+" 3420 "uORF" 75258396 3 -1
"3421" "ENST00000300576.6" "15" 75258413 75258481 "+" 3421 "uORF" 75258415 3 -0.333333333333333
"3422" "ENST00000300576.6" "15" 75258485 75258502 "+" 3422 "uORF" 75258487 3 0.166666666666667
"3425" "ENST00000300778.4" "11" 5422120 5422164 "+" 3425 "uORF" 5422122 3 -0.166666666666667
"3426" "ENST00000300778.4" "11" 5422145 5422168 "+" 3426 "uORF" 5422147 3 -0.666666666666667
"3427" "ENST00000300835.9" "16" 30651025 30651111 "+" 3427 "uORF" 30651027 3 1
"3432" "ENST00000300850.5" "16" 31074469 31074564 "+" 3432 "uORF" 31074471 3 0.5
"3434" "ENST00000301011.10" "16" 88570414 88570434 "+" 3434 "uORF" 88570416 3 2.16666666666667
"3448" "ENST00000301180.10" "12" 50505000 50505062 "+" 3448 "uORF" 50505002 3 2.5
"3450" "ENST00000301215.8" "19" 42224247 42224285 "+" 3450 "uORF" 42224249 3 -0.666666666666667
"3451" "ENST00000301295.11" "19" 55836601 55836609 "+" 3451 "uORF" 55836603 3 -0.833333333333333
"3452" "ENST00000301295.11" "19" 55836744 55836764 "+" 3452 "uORF" 55836746 3 0
"3453" "ENST00000301295.11" "19" 55836799 55836873 "+" 3453 "uORF" 55836801 3 0.333333333333333
"3454" "ENST00000301295.11" "19" 55836861 55836923 "+" 3454 "uORF" 55836863 3 -0.5
"3455" "ENST00000301327.5" "8" 144509234 144509254 "+" 3455 "uORF" 144509236 3 -1.66666666666667
"3456" "ENST00000301391.8" "17" 4143671 4143703 "+" 3456 "uORF" 4143673 3 1.16666666666667
"3463" "ENST00000301843.13" "11" 70405281 70405331 "+" 3463 "uORF" 70405283 3 2
"3464" "ENST00000301904.4" "8" 27633944 27633976 "+" 3464 "uORF" 27633946 3 0.666666666666667
"3465" "ENST00000301904.4" "8" 27634059 27634100 "+" 3465 "uORF" 27634061 3 0.833333333333333
"3484" "ENST00000301981.8" "15" 99255900 99255914 "+" 3484 "uORF" 99255902 3 4.33333333333333
"3485" "ENST00000301998.5" "2" 62196236 62196268 "+" 3485 "uORF" 62196238 3 2.66666666666667
"3496" "ENST00000302085.9" "4" 145514471 145514512 "+" 3496 "uORF" 145514473 3 1.66666666666667
"3498" "ENST00000302101.6" "1" 160367159 160367215 "+" 3498 "uORF" 160367161 3 2.16666666666667
"3499" "ENST00000302101.6" "1" 160367198 160367215 "+" 3499 "uORF" 160367200 3 -0.833333333333333
"3500" "ENST00000302101.6" "1" 160367251 160367337 "+" 3500 "uORF" 160367253 3 2.83333333333333
"3501" "ENST00000302101.6" "1" 160370579 160370590 "+" 3501 "uORF" 160370581 3 2.5
"3502" "ENST00000302103.6" "6" 96016005 96016121 "+" 3502 "uORF" 96016007 3 3
"3503" "ENST00000302103.6" "6" 96016190 96016207 "+" 3503 "uORF" 96016192 3 2
"3504" "ENST00000302103.6" "6" 96114109 96203149 "+" 3504 "uORF" 96114111 3 2.16666666666667
"3505" "ENST00000302118.5" "1" 55039566 55039619 "+" 3505 "uORF" 55039568 3 -1.5
"3506" "ENST00000302174.9" "4" 87422692 87422751 "+" 3506 "uORF" 87422694 3 -0.666666666666667
"3507" "ENST00000302236.10" "4" 82900757 82900795 "+" 3507 "uORF" 82900759 3 -0.166666666666667
"3508" "ENST00000302259.5" "11" 104036669 104036701 "+" 3508 "uORF" 104036671 3 -0.333333333333333
"3509" "ENST00000302259.5" "11" 104036698 104036778 "+" 3509 "uORF" 104036700 3 0.166666666666667
"3510" "ENST00000302262.8" "17" 80101753 80101776 "+" 3510 "uORF" 80101755 3 -1.16666666666667
"3513" "ENST00000302277.7" "2" 184598559 184598639 "+" 3513 "uORF" 184598561 3 0.833333333333333
"3514" "ENST00000302277.7" "2" 184598767 184598814 "+" 3514 "uORF" 184598769 3 1.83333333333333
"3526" "ENST00000302472.4" "5" 40679969 40680064 "+" 3526 "uORF" 40679971 3 2.5
"3527" "ENST00000302516.10" "16" 70523835 70523873 "+" 3527 "uORF" 70523837 3 2.66666666666667
"3528" "ENST00000302516.10" "16" 70523850 70523873 "+" 3528 "uORF" 70523852 3 -1.33333333333333
"3529" "ENST00000302517.8" "5" 139648514 139648531 "+" 3529 "uORF" 139648516 3 2.33333333333333
"3530" "ENST00000302517.8" "5" 139680395 139680409 "+" 3530 "uORF" 139680397 3 3.66666666666667
"3532" "ENST00000302541.11" "3" 39809876 39900814 "+" 3532 "uORF" 39809878 3 1.66666666666667
"3533" "ENST00000302550.16" "1" 244653169 244653210 "+" 3533 "uORF" 244653171 3 1.16666666666667
"3545" "ENST00000302692.7" "1" 9539567 9539593 "+" 3545 "uORF" 9539569 3 1.33333333333333
"3546" "ENST00000302708.9" "11" 43882588 43882596 "+" 3546 "uORF" 43882590 3 0
"3551" "ENST00000302926.7" "17" 7408071 7408106 "+" 3551 "uORF" 7408073 3 1.66666666666667
"3555" "ENST00000302979.5" "13" 27621926 27621961 "+" 3555 "uORF" 27621928 3 1.66666666666667
"3563" "ENST00000303204.9" "5" 177303816 177303869 "+" 3563 "uORF" 177303818 3 2.33333333333333
"3564" "ENST00000303204.9" "5" 177303949 177303966 "+" 3564 "uORF" 177303951 3 2
"3565" "ENST00000303212.3" "19" 5805252 5805272 "+" 3565 "uORF" 5805254 3 -0.833333333333333
"3566" "ENST00000303212.3" "19" 5805291 5805434 "+" 3566 "uORF" 5805293 3 0.833333333333333
"3567" "ENST00000303212.3" "19" 5805376 5823970 "+" 3567 "uORF" 5805378 3 0.5
"3568" "ENST00000303212.3" "19" 5823860 5823970 "+" 3568 "uORF" 5823862 3 0
"3569" "ENST00000303212.3" "19" 5823951 5824016 "+" 3569 "uORF" 5823953 3 -0.333333333333333
"3570" "ENST00000303212.3" "19" 5824005 5824016 "+" 3570 "uORF" 5824007 3 0.166666666666667
"3572" "ENST00000303254.4" "2" 88524667 88524768 "+" 3572 "uORF" 88524669 3 0.166666666666667
"3573" "ENST00000303296.9" "11" 33257505 33257549 "+" 3573 "uORF" 33257507 3 1.33333333333333
"3574" "ENST00000303296.9" "11" 33257634 33257789 "+" 3574 "uORF" 33257636 3 1
"3575" "ENST00000303296.9" "11" 33257735 33257761 "+" 3575 "uORF" 33257737 3 2.33333333333333
"3576" "ENST00000303296.9" "11" 33257838 33257885 "+" 3576 "uORF" 33257840 3 1.83333333333333
"3578" "ENST00000303372.7" "12" 123671138 123671179 "+" 3578 "uORF" 123671140 3 2.66666666666667
"3581" "ENST00000303460.5" "12" 53985192 53985257 "+" 3581 "uORF" 53985194 3 3.33333333333333
"3582" "ENST00000303460.5" "12" 53985208 53985228 "+" 3582 "uORF" 53985210 3 5.66666666666667
"3585" "ENST00000303694.6" "12" 104456993 104457001 "+" 3585 "uORF" 104456995 3 1.83333333333333
"3586" "ENST00000303714.9" "2" 69013422 69013436 "+" 3586 "uORF" 69013424 3 5.33333333333333
"3587" "ENST00000303728.5" "Y" 22490607 22490651 "+" 3587 "uORF" 22490609 3 0
"3588" "ENST00000303728.5" "Y" 22490615 22490623 "+" 3588 "uORF" 22490617 3 -0.5
"3589" "ENST00000303786.5" "2" 68643840 68645667 "+" 3589 "uORF" 68643842 3 -0.333333333333333
"3590" "ENST00000303786.5" "2" 68645669 68645716 "+" 3590 "uORF" 68645671 3 1.33333333333333
"3591" "ENST00000303786.5" "2" 68645696 68645716 "+" 3591 "uORF" 68645698 3 0.5
"3599" "ENST00000303961.9" "19" 40799196 40800370 "+" 3599 "uORF" 40799198 3 1.66666666666667
"3600" "ENST00000303961.9" "19" 40800545 40800559 "+" 3600 "uORF" 40800547 3 2
"3601" "ENST00000304032.13" "2" 235494312 235494338 "+" 3601 "uORF" 235494314 3 -0.333333333333333
"3602" "ENST00000304032.13" "2" 235494419 235494451 "+" 3602 "uORF" 235494421 3 1.66666666666667
"3603" "ENST00000304032.13" "2" 235494498 235494506 "+" 3603 "uORF" 235494500 3 0.5
"3614" "ENST00000304101.9" "2" 17878787 17917683 "+" 3614 "uORF" 17878789 3 -0.166666666666667
"3615" "ENST00000304101.9" "2" 17917757 17917813 "+" 3615 "uORF" 17917759 3 0.833333333333333
"3616" "ENST00000304101.9" "2" 17917763 17917813 "+" 3616 "uORF" 17917765 3 0.166666666666667
"3619" "ENST00000304222.3" "17" 15945163 15945219 "+" 3619 "uORF" 15945165 3 -0.333333333333333
"3620" "ENST00000304222.3" "17" 15945169 15945219 "+" 3620 "uORF" 15945171 3 1
"3639" "ENST00000304361.9" "12" 9971426 9971473 "+" 3639 "uORF" 9971428 3 -1
"3640" "ENST00000304374.4" "4" 9781830 9781901 "+" 3640 "uORF" 9781832 3 -0.5
"3641" "ENST00000304374.4" "4" 9781895 9781987 "+" 3641 "uORF" 9781897 3 1
"3642" "ENST00000304402.6" "7" 107470134 107470217 "+" 3642 "uORF" 107470136 3 3.66666666666667
"3643" "ENST00000304402.6" "7" 107470165 107470206 "+" 3643 "uORF" 107470167 3 5
"3644" "ENST00000304402.6" "7" 107470184 107470246 "+" 3644 "uORF" 107470186 3 4
"3645" "ENST00000304402.6" "7" 107470196 107470246 "+" 3645 "uORF" 107470198 3 2.66666666666667
"3646" "ENST00000304402.6" "7" 107470257 107470319 "+" 3646 "uORF" 107470259 3 2
