"transcript" "orf_type" "count"
"2122" "ENST00000316757.4" "uORF" 1
"2123" "ENST00000316763.8" "uORF" 1
"2124" "ENST00000316836.5" "uORF" 2
"2125" "ENST00000316902.12" "uORF" 5
"2126" "ENST00000316950.11" "uORF" 1
"2127" "ENST00000316981.8" "uORF" 7
"2128" "ENST00000317012.5" "uORF" 7
"2129" "ENST00000317025.13" "uORF" 4
"2130" "ENST00000317037.3" "uORF" 1
"2131" "ENST00000317103.5" "start-stop" 1
"2132" "ENST00000317103.5" "uORF" 7
"2133" "ENST00000317147.10" "uORF" 1
"2134" "ENST00000317216.3" "uORF" 1
"2135" "ENST00000317357.10" "uORF" 3
"2136" "ENST00000317552.9" "uORF" 5
"2137" "ENST00000317578.7" "uORF" 1
"2138" "ENST00000317582.10" "uORF" 1
"2139" "ENST00000317593.9" "uORF" 1
"2140" "ENST00000317605.6" "uORF" 4
"2141" "ENST00000317620.14" "uORF" 1
"2142" "ENST00000317633.14" "uORF" 1
"2143" "ENST00000317658.5" "uORF" 3
"2144" "ENST00000317676.3" "uORF" 5
"2145" "ENST00000317683.4" "uORF" 4
"2146" "ENST00000317697.8" "start-stop" 1
"2147" "ENST00000317716.14" "uORF" 1
"2148" "ENST00000317744.10" "uORF" 7
"2149" "ENST00000317746.3" "uORF" 4
"2150" "ENST00000317749.9" "uORF" 2
"2151" "ENST00000317775.11" "uORF" 8
"2152" "ENST00000317811.6" "uORF" 1
"2153" "ENST00000317868.9" "uORF" 1
"2154" "ENST00000317907.9" "uORF" 2
"2155" "ENST00000317931.12" "uORF" 1
"2156" "ENST00000317955.10" "start-stop" 1
"2157" "ENST00000317961.9" "uORF" 1
"2158" "ENST00000318006.10" "uORF" 1
"2159" "ENST00000318010.13" "uORF" 8
"2160" "ENST00000318037.3" "uORF" 4
"2161" "ENST00000318124.3" "uORF" 6
"2162" "ENST00000318130.13" "uORF" 1
"2163" "ENST00000318160.5" "uORF" 1
"2164" "ENST00000318203.9" "uORF" 7
"2165" "ENST00000318225.3" "uORF" 3
"2166" "ENST00000318238.9" "uORF" 15
"2167" "ENST00000318244.4" "start-stop" 1
"2168" "ENST00000318244.4" "uORF" 5
"2169" "ENST00000318249.10" "uORF" 2
"2170" "ENST00000318336.10" "uORF" 14
"2171" "ENST00000318407.5" "uORF" 1
"2172" "ENST00000318410.12" "start-stop" 1
"2173" "ENST00000318410.12" "uORF" 1
"2174" "ENST00000318430.10" "uORF" 1
"2175" "ENST00000318507.7" "start-stop" 1
"2176" "ENST00000318522.10" "uORF" 1
"2177" "ENST00000318560.6" "uORF" 1
"2178" "ENST00000318579.9" "uORF" 2
"2179" "ENST00000318584.10" "uORF" 2
"2180" "ENST00000318602.12" "uORF" 1
"2181" "ENST00000318627.4" "uORF" 1
"2182" "ENST00000318636.8" "uORF" 1
"2183" "ENST00000318663.5" "uORF" 1
"2184" "ENST00000318682.11" "uORF" 7
"2185" "ENST00000318709.9" "uORF" 2
"2186" "ENST00000318782.9" "uORF" 2
"2187" "ENST00000318833.4" "uORF" 1
"2188" "ENST00000318881.11" "uORF" 1
"2189" "ENST00000318948.7" "start-stop" 1
"2190" "ENST00000318948.7" "uORF" 6
"2191" "ENST00000318967.7" "uORF" 1
"2192" "ENST00000318978.6" "start-stop" 1
"2193" "ENST00000319119.5" "start-stop" 1
"2194" "ENST00000319153.4" "uORF" 8
"2195" "ENST00000319172.10" "uORF" 3
"2196" "ENST00000319234.5" "uORF" 3
"2197" "ENST00000319264.4" "start-stop" 2
"2198" "ENST00000319264.4" "uORF" 9
"2199" "ENST00000319327.7" "uORF" 1
"2200" "ENST00000319331.4" "uORF" 3
"2201" "ENST00000319374.4" "start-stop" 1
"2202" "ENST00000319394.8" "uORF" 4
"2203" "ENST00000319420.4" "uORF" 3
"2204" "ENST00000319540.9" "uORF" 1
"2205" "ENST00000319555.8" "uORF" 1
"2206" "ENST00000319560.7" "uORF" 1
"2207" "ENST00000319562.11" "uORF" 2
"2208" "ENST00000319595.7" "uORF" 6
"2209" "ENST00000319653.14" "uORF" 3
"2210" "ENST00000319669.5" "uORF" 1
"2211" "ENST00000319694.3" "uORF" 3
"2212" "ENST00000319715.10" "uORF" 3
"2213" "ENST00000319769.10" "uORF" 5
"2214" "ENST00000319778.11" "uORF" 4
"2215" "ENST00000319928.9" "start-stop" 1
"2216" "ENST00000319933.7" "uORF" 1
"2217" "ENST00000320095.12" "uORF" 1
"2218" "ENST00000320201.10" "uORF" 3
"2219" "ENST00000320225.10" "uORF" 1
"2220" "ENST00000320238.3" "start-stop" 1
"2221" "ENST00000320238.3" "uORF" 2
"2222" "ENST00000320241.5" "uORF" 1
"2223" "ENST00000320248.4" "start-stop" 1
"2224" "ENST00000320248.4" "uORF" 6
"2225" "ENST00000320270.4" "uORF" 1
"2226" "ENST00000320285.9" "uORF" 1
"2227" "ENST00000320431.8" "uORF" 1
"2228" "ENST00000320451.7" "uORF" 1
"2229" "ENST00000320474.10" "uORF" 3
"2230" "ENST00000320493.10" "uORF" 2
"2231" "ENST00000320567.6" "uORF" 1
"2232" "ENST00000320578.3" "uORF" 1
"2233" "ENST00000320650.9" "uORF" 10
"2234" "ENST00000320743.8" "uORF" 1
"2235" "ENST00000320767.4" "start-stop" 1
"2236" "ENST00000320767.4" "uORF" 1
"2237" "ENST00000320785.10" "uORF" 1
"2238" "ENST00000320816.11" "uORF" 2
"2239" "ENST00000320892.11" "uORF" 2
"2240" "ENST00000320895.10" "uORF" 1
"2241" "ENST00000320934.8" "start-stop" 1
"2242" "ENST00000320955.8" "uORF" 1
"2243" "ENST00000321039.5" "uORF" 9
"2244" "ENST00000321063.9" "uORF" 1
"2245" "ENST00000321105.10" "uORF" 1
"2246" "ENST00000321110.2" "uORF" 2
"2247" "ENST00000321117.10" "uORF" 1
"2248" "ENST00000321149.7" "uORF" 2
"2249" "ENST00000321196.8" "uORF" 3
"2250" "ENST00000321337.12" "uORF" 1
"2251" "ENST00000321407.3" "uORF" 2
"2252" "ENST00000321464.7" "start-stop" 1
"2253" "ENST00000321464.7" "uORF" 7
"2254" "ENST00000321510.7" "uORF" 1
"2255" "ENST00000321545.5" "uORF" 1
"2256" "ENST00000321582.11" "uORF" 1
"2257" "ENST00000321599.9" "start-stop" 1
"2258" "ENST00000321617.8" "start-stop" 1
"2259" "ENST00000321617.8" "uORF" 2
"2260" "ENST00000321660.2" "start-stop" 1
"2261" "ENST00000321660.2" "uORF" 1
"2262" "ENST00000321662.11" "uORF" 1
"2263" "ENST00000321765.10" "uORF" 1
"2264" "ENST00000321854.13" "uORF" 1
"2265" "ENST00000321867.6" "uORF" 2
"2266" "ENST00000321870.3" "uORF" 3
"2267" "ENST00000321871.11" "start-stop" 1
"2268" "ENST00000321871.11" "uORF" 5
"2269" "ENST00000321895.7" "uORF" 1
"2270" "ENST00000321990.5" "uORF" 1
"2271" "ENST00000322019.14" "uORF" 1
"2272" "ENST00000322054.10" "uORF" 3
"2273" "ENST00000322110.8" "uORF" 4
"2274" "ENST00000322177.6" "uORF" 1
"2275" "ENST00000322241.6" "uORF" 4
"2276" "ENST00000322313.9" "uORF" 1
"2277" "ENST00000322428.10" "uORF" 2
"2278" "ENST00000322507.13" "uORF" 1
"2279" "ENST00000322527.4" "uORF" 3
"2280" "ENST00000322536.8" "uORF" 1
"2281" "ENST00000322583.5" "start-stop" 1
"2282" "ENST00000322623.10" "uORF" 1
"2283" "ENST00000322630.3" "uORF" 1
"2284" "ENST00000322734.2" "uORF" 3
"2285" "ENST00000322776.11" "uORF" 1
"2286" "ENST00000322813.10" "uORF" 3
"2287" "ENST00000322886.12" "uORF" 1
"2288" "ENST00000322927.3" "uORF" 2
"2289" "ENST00000322945.11" "uORF" 1
"2290" "ENST00000322957.7" "uORF" 1
"2291" "ENST00000323037.5" "uORF" 1
"2292" "ENST00000323039.10" "uORF" 1
"2293" "ENST00000323040.5" "uORF" 5
"2294" "ENST00000323116.10" "uORF" 2
"2295" "ENST00000323146.8" "uORF" 11
"2296" "ENST00000323169.10" "start-stop" 1
"2297" "ENST00000323169.10" "uORF" 2
"2298" "ENST00000323206.2" "uORF" 2
"2299" "ENST00000323249.8" "uORF" 3
"2300" "ENST00000323267.11" "uORF" 1
"2301" "ENST00000323346.10" "uORF" 2
"2302" "ENST00000323404.2" "uORF" 1
"2303" "ENST00000323523.8" "uORF" 2
"2304" "ENST00000323534.5" "uORF" 2
"2305" "ENST00000323557.12" "uORF" 2
"2306" "ENST00000323571.9" "uORF" 1
"2307" "ENST00000323578.13" "uORF" 1
"2308" "ENST00000323703.11" "uORF" 3
"2309" "ENST00000323777.8" "uORF" 1
"2310" "ENST00000323819.8" "start-stop" 1
"2311" "ENST00000323819.8" "uORF" 4
"2312" "ENST00000323865.5" "uORF" 3
"2313" "ENST00000324000.4" "uORF" 1
"2314" "ENST00000324001.8" "uORF" 1
"2315" "ENST00000324134.11" "uORF" 2
"2316" "ENST00000324210.10" "start-stop" 1
"2317" "ENST00000324210.10" "uORF" 9
"2318" "ENST00000324219.9" "uORF" 1
"2319" "ENST00000324288.14" "uORF" 2
"2320" "ENST00000324341.2" "uORF" 6
"2321" "ENST00000324344.9" "uORF" 5
"2322" "ENST00000324364.4" "uORF" 1
"2323" "ENST00000324384.4" "uORF" 2
"2324" "ENST00000324439.10" "start-stop" 1
"2325" "ENST00000324453.13" "start-stop" 1
"2326" "ENST00000324464.8" "uORF" 2
"2327" "ENST00000324602.12" "uORF" 3
"2328" "ENST00000324616.9" "uORF" 1
"2329" "ENST00000324631.13" "uORF" 1
"2330" "ENST00000324679.5" "uORF" 2
"2331" "ENST00000324685.11" "uORF" 1
"2332" "ENST00000324698.11" "uORF" 1
"2333" "ENST00000324816.11" "uORF" 2
"2334" "ENST00000324849.9" "uORF" 1
"2335" "ENST00000324852.9" "uORF" 2
"2336" "ENST00000324856.13" "uORF" 1
"2337" "ENST00000325083.13" "uORF" 2
"2338" "ENST00000325113.9" "uORF" 4
"2339" "ENST00000325192.8" "uORF" 2
"2340" "ENST00000325212.11" "uORF" 1
"2341" "ENST00000325222.9" "uORF" 4
"2342" "ENST00000325239.12" "uORF" 2
"2343" "ENST00000325250.2" "uORF" 2
"2344" "ENST00000325301.7" "uORF" 4
"2345" "ENST00000325324.11" "uORF" 1
"2346" "ENST00000325385.12" "uORF" 1
"2347" "ENST00000325404.3" "uORF" 1
"2348" "ENST00000325455.10" "uORF" 6
"2349" "ENST00000325464.6" "uORF" 1
"2350" "ENST00000325656.7" "uORF" 1
"2351" "ENST00000325686.7" "uORF" 1
"2352" "ENST00000325722.8" "uORF" 2
"2353" "ENST00000325752.8" "uORF" 4
"2354" "ENST00000325805.13" "uORF" 4
"2355" "ENST00000325897.5" "start-stop" 1
"2356" "ENST00000325897.5" "uORF" 2
"2357" "ENST00000325945.4" "uORF" 1
"2358" "ENST00000325954.9" "uORF" 1
"2359" "ENST00000326000.2" "uORF" 1
"2360" "ENST00000326035.6" "start-stop" 1
"2361" "ENST00000326035.6" "uORF" 6
"2362" "ENST00000326043.5" "uORF" 2
"2363" "ENST00000326132.11" "start-stop" 1
"2364" "ENST00000326134.10" "uORF" 2
"2365" "ENST00000326181.11" "uORF" 2
"2366" "ENST00000326232.14" "start-stop" 1
"2367" "ENST00000326232.14" "uORF" 1
"2368" "ENST00000326266.13" "uORF" 1
"2369" "ENST00000326274.6" "uORF" 1
"2370" "ENST00000326291.11" "uORF" 1
"2371" "ENST00000326306.5" "uORF" 1
"2372" "ENST00000326402.9" "uORF" 1
"2373" "ENST00000326441.15" "uORF" 3
"2374" "ENST00000326448.12" "uORF" 1
"2375" "ENST00000326505.4" "uORF" 11
"2376" "ENST00000326524.7" "uORF" 2
"2377" "ENST00000326581.9" "uORF" 2
"2378" "ENST00000326648.5" "uORF" 5
"2379" "ENST00000326652.9" "uORF" 2
"2380" "ENST00000326695.10" "uORF" 2
"2381" "ENST00000326724.9" "uORF" 1
"2382" "ENST00000326737.3" "uORF" 1
"2383" "ENST00000326756.4" "start-stop" 2
"2384" "ENST00000326756.4" "uORF" 6
"2385" "ENST00000326775.10" "uORF" 1
"2386" "ENST00000326793.11" "uORF" 1
"2387" "ENST00000326842.3" "uORF" 1
"2388" "ENST00000326866.5" "uORF" 2
"2389" "ENST00000326873.12" "uORF" 4
"2390" "ENST00000326974.9" "uORF" 1
"2391" "ENST00000327111.8" "uORF" 5
"2392" "ENST00000327155.10" "start-stop" 1
"2393" "ENST00000327245.10" "uORF" 8
"2394" "ENST00000327305.11" "uORF" 6
"2395" "ENST00000327337.6" "uORF" 1
"2396" "ENST00000327381.7" "uORF" 1
"2397" "ENST00000327423.11" "start-stop" 1
"2398" "ENST00000327442.7" "uORF" 1
"2399" "ENST00000327451.11" "uORF" 2
"2400" "ENST00000327554.3" "uORF" 2
"2401" "ENST00000327628.10" "uORF" 1
"2402" "ENST00000327671.10" "start-stop" 1
"2403" "ENST00000327671.10" "uORF" 3
"2404" "ENST00000327697.11" "uORF" 1
"2405" "ENST00000327773.7" "start-stop" 1
"2406" "ENST00000327773.7" "uORF" 1
"2407" "ENST00000327783.9" "uORF" 5
"2408" "ENST00000327809.5" "uORF" 3
"2409" "ENST00000327827.12" "uORF" 1
"2410" "ENST00000327835.7" "uORF" 3
"2411" "ENST00000327876.5" "uORF" 3
"2412" "ENST00000327906.8" "uORF" 3
"2413" "ENST00000327949.15" "uORF" 1
"2414" "ENST00000327968.7" "start-stop" 1
"2415" "ENST00000327979.8" "uORF" 3
"2416" "ENST00000327987.9" "uORF" 2
"2417" "ENST00000328046.8" "uORF" 1
"2418" "ENST00000328086.12" "uORF" 1
"2419" "ENST00000328089.11" "uORF" 1
"2420" "ENST00000328194.8" "uORF" 1
"2421" "ENST00000328224.7" "uORF" 13
"2422" "ENST00000328248.7" "uORF" 4
"2423" "ENST00000328252.4" "uORF" 1
"2424" "ENST00000328299.4" "uORF" 1
"2425" "ENST00000328300.11" "uORF" 1
"2426" "ENST00000328313.10" "uORF" 1
"2427" "ENST00000328439.6" "start-stop" 2
"2428" "ENST00000328439.6" "uORF" 5
"2429" "ENST00000328449.6" "uORF" 2
"2430" "ENST00000328554.9" "uORF" 2
"2431" "ENST00000328557.5" "start-stop" 1
"2432" "ENST00000328557.5" "uORF" 2
"2433" "ENST00000328599.4" "uORF" 2
"2434" "ENST00000328668.8" "uORF" 1
"2435" "ENST00000328741.6" "uORF" 1
"2436" "ENST00000328771.9" "uORF" 5
"2437" "ENST00000328834.10" "uORF" 1
"2438" "ENST00000328867.9" "uORF" 1
"2439" "ENST00000328913.8" "uORF" 2
"2440" "ENST00000328939.9" "uORF" 2
"2441" "ENST00000328945.7" "uORF" 1
"2442" "ENST00000328957.13" "uORF" 4
"2443" "ENST00000329078.8" "uORF" 1
"2444" "ENST00000329082.12" "uORF" 1
"2445" "ENST00000329117.10" "uORF" 1
"2446" "ENST00000329196.7" "uORF" 1
"2447" "ENST00000329198.5" "uORF" 1
"2448" "ENST00000329285.13" "uORF" 1
"2449" "ENST00000329291.6" "uORF" 1
"2450" "ENST00000329293.4" "uORF" 3
"2451" "ENST00000329314.6" "uORF" 5
"2452" "ENST00000329406.5" "uORF" 1
"2453" "ENST00000329464.9" "uORF" 1
"2454" "ENST00000329474.7" "start-stop" 1
"2455" "ENST00000329478.4" "uORF" 1
"2456" "ENST00000329542.9" "uORF" 1
"2457" "ENST00000329548.5" "uORF" 1
"2458" "ENST00000329565.6" "uORF" 1
"2459" "ENST00000329582.9" "uORF" 4
"2460" "ENST00000329597.12" "uORF" 1
"2461" "ENST00000329600.8" "uORF" 3
"2462" "ENST00000329630.10" "uORF" 1
"2463" "ENST00000329697.10" "uORF" 1
"2464" "ENST00000329734.4" "uORF" 2
"2465" "ENST00000329758.5" "uORF" 3
"2466" "ENST00000329759.6" "start-stop" 1
"2467" "ENST00000329759.6" "uORF" 3
"2468" "ENST00000329783.9" "uORF" 1
"2469" "ENST00000329797.8" "start-stop" 1
"2470" "ENST00000329797.8" "uORF" 10
"2471" "ENST00000329858.9" "uORF" 6
"2472" "ENST00000329875.13" "uORF" 1
"2473" "ENST00000329903.5" "uORF" 3
"2474" "ENST00000329905.6" "uORF" 1
"2475" "ENST00000329957.7" "uORF" 1
"2476" "ENST00000329962.11" "uORF" 2
"2477" "ENST00000329970.8" "uORF" 1
"2478" "ENST00000330055.7" "uORF" 1
"2479" "ENST00000330083.6" "uORF" 4
"2480" "ENST00000330106.5" "uORF" 1
"2481" "ENST00000330120.5" "uORF" 2
"2482" "ENST00000330149.10" "uORF" 1
"2483" "ENST00000330175.9" "uORF" 3
"2484" "ENST00000330295.10" "uORF" 1
"2485" "ENST00000330387.11" "uORF" 2
"2486" "ENST00000330432.12" "uORF" 3
"2487" "ENST00000330475.9" "uORF" 1
"2488" "ENST00000330494.12" "uORF" 5
"2489" "ENST00000330540.7" "uORF" 1
"2490" "ENST00000330619.13" "start-stop" 1
"2491" "ENST00000330619.13" "uORF" 6
"2492" "ENST00000330684.4" "uORF" 2
"2493" "ENST00000330688.9" "uORF" 7
"2494" "ENST00000330689.6" "uORF" 3
"2495" "ENST00000330701.7" "uORF" 1
"2496" "ENST00000330714.8" "uORF" 1
"2497" "ENST00000330753.6" "uORF" 4
"2498" "ENST00000330794.9" "uORF" 2
"2499" "ENST00000330852.10" "uORF" 1
"2500" "ENST00000330871.3" "uORF" 1
"2501" "ENST00000330889.8" "uORF" 1
"2502" "ENST00000330927.5" "uORF" 1
"2503" "ENST00000330947.7" "uORF" 4
"2504" "ENST00000330949.3" "uORF" 2
"2505" "ENST00000331070.8" "start-stop" 1
"2506" "ENST00000331070.8" "uORF" 7
"2507" "ENST00000331113.9" "uORF" 6
"2508" "ENST00000331161.9" "start-stop" 1
"2509" "ENST00000331163.11" "uORF" 3
"2510" "ENST00000331222.6" "uORF" 2
"2511" "ENST00000331238.7" "uORF" 1
"2512" "ENST00000331242.12" "uORF" 3
"2513" "ENST00000331302.12" "start-stop" 1
"2514" "ENST00000331302.12" "uORF" 2
"2515" "ENST00000331351.6" "uORF" 1
"2516" "ENST00000331373.10" "uORF" 3
"2517" "ENST00000331462.6" "uORF" 1
"2518" "ENST00000331493.7" "uORF" 3
"2519" "ENST00000331495.8" "uORF" 1
"2520" "ENST00000331565.5" "uORF" 1
"2521" "ENST00000331593.6" "uORF" 1
"2522" "ENST00000331628.8" "uORF" 2
"2523" "ENST00000331664.6" "uORF" 4
"2524" "ENST00000331758.8" "uORF" 1
"2525" "ENST00000331808.5" "uORF" 2
"2526" "ENST00000331886.10" "uORF" 2
"2527" "ENST00000331920.11" "uORF" 4
"2528" "ENST00000332029.4" "uORF" 1
"2529" "ENST00000332142.10" "uORF" 3
"2530" "ENST00000332145.3" "uORF" 1
"2531" "ENST00000332238.5" "uORF" 5
"2532" "ENST00000332249.4" "start-stop" 2
"2533" "ENST00000332272.9" "uORF" 2
"2534" "ENST00000332290.4" "uORF" 1
"2535" "ENST00000332349.5" "uORF" 1
"2536" "ENST00000332408.9" "uORF" 6
"2537" "ENST00000332439.5" "uORF" 2
"2538" "ENST00000332499.4" "uORF" 1
"2539" "ENST00000332567.6" "uORF" 1
"2540" "ENST00000332582.5" "start-stop" 1
"2541" "ENST00000332582.5" "uORF" 7
"2542" "ENST00000332624.8" "start-stop" 1
"2543" "ENST00000332624.8" "uORF" 5
"2544" "ENST00000332629.7" "uORF" 6
"2545" "ENST00000332663.3" "uORF" 3
"2546" "ENST00000332682.9" "uORF" 1
"2547" "ENST00000332687.11" "uORF" 2
"2548" "ENST00000332707.10" "uORF" 2
"2549" "ENST00000332780.4" "uORF" 3
"2550" "ENST00000332783.12" "uORF" 6
"2551" "ENST00000332793.11" "uORF" 6
"2552" "ENST00000332822.6" "uORF" 2
"2553" "ENST00000332830.9" "uORF" 1
"2554" "ENST00000332839.9" "uORF" 1
"2555" "ENST00000332896.8" "uORF" 2
"2556" "ENST00000332912.3" "uORF" 2
"2557" "ENST00000332955.7" "uORF" 4
"2558" "ENST00000332981.11" "uORF" 2
"2559" "ENST00000332995.12" "uORF" 1
"2560" "ENST00000333003.10" "uORF" 1
"2561" "ENST00000333017.7" "uORF" 2
"2562" "ENST00000333129.4" "uORF" 5
"2563" "ENST00000333149.7" "start-stop" 1
"2564" "ENST00000333149.7" "uORF" 2
"2565" "ENST00000333167.13" "uORF" 1
"2566" "ENST00000333190.5" "uORF" 1
"2567" "ENST00000333219.9" "start-stop" 1
"2568" "ENST00000333254.4" "uORF" 2
"2569" "ENST00000333256.11" "uORF" 2
"2570" "ENST00000333305.5" "start-stop" 4
"2571" "ENST00000333305.5" "uORF" 43
"2572" "ENST00000333385.11" "uORF" 10
"2573" "ENST00000333437.5" "uORF" 2
"2574" "ENST00000333479.12" "uORF" 3
"2575" "ENST00000333538.10" "start-stop" 1
"2576" "ENST00000333538.10" "uORF" 2
"2577" "ENST00000333590.6" "uORF" 1
"2578" "ENST00000333640.12" "uORF" 4
"2579" "ENST00000333676.8" "uORF" 2
"2580" "ENST00000333681.5" "uORF" 8
"2581" "ENST00000333725.10" "uORF" 2
"2582" "ENST00000333813.4" "uORF" 1
"2583" "ENST00000333891.14" "uORF" 1
"2584" "ENST00000333911.9" "uORF" 2
"2585" "ENST00000333987.12" "uORF" 4
"2586" "ENST00000334025.3" "uORF" 4
"2587" "ENST00000334036.10" "uORF" 1
"2588" "ENST00000334049.11" "uORF" 2
"2589" "ENST00000334082.11" "start-stop" 2
"2590" "ENST00000334082.11" "uORF" 8
"2591" "ENST00000334122.5" "uORF" 2
"2592" "ENST00000334133.9" "uORF" 1
"2593" "ENST00000334134.4" "uORF" 1
"2594" "ENST00000334166.9" "uORF" 1
"2595" "ENST00000334176.4" "uORF" 4
"2596" "ENST00000334179.5" "uORF" 1
"2597" "ENST00000334181.5" "uORF" 2
"2598" "ENST00000334194.4" "uORF" 6
"2599" "ENST00000334205.9" "start-stop" 1
"2600" "ENST00000334213.10" "uORF" 1
"2601" "ENST00000334269.3" "uORF" 1
"2602" "ENST00000334274.9" "uORF" 2
"2603" "ENST00000334287.3" "uORF" 1
"2604" "ENST00000334289.7" "uORF" 6
"2605" "ENST00000334295.9" "uORF" 1
"2606" "ENST00000334304.10" "uORF" 2
"2607" "ENST00000334307.10" "uORF" 2
"2608" "ENST00000334325.2" "start-stop" 1
"2609" "ENST00000334325.2" "uORF" 3
"2610" "ENST00000334344.11" "uORF" 2
"2611" "ENST00000334351.8" "uORF" 2
"2612" "ENST00000334414.11" "uORF" 1
"2613" "ENST00000334418.6" "uORF" 1
"2614" "ENST00000334425.2" "uORF" 6
"2615" "ENST00000334444.11" "start-stop" 1
"2616" "ENST00000334444.11" "uORF" 1
"2617" "ENST00000334464.7" "uORF" 1
"2618" "ENST00000334493.11" "uORF" 1
"2619" "ENST00000334504.12" "uORF" 1
"2620" "ENST00000334512.10" "uORF" 3
"2621" "ENST00000334527.12" "uORF" 1
"2622" "ENST00000334529.10" "uORF" 1
"2623" "ENST00000334553.11" "uORF" 1
"2624" "ENST00000334574.12" "uORF" 2
"2625" "ENST00000334679.4" "uORF" 5
"2626" "ENST00000334696.11" "start-stop" 1
"2627" "ENST00000334696.11" "uORF" 2
"2628" "ENST00000334705.12" "uORF" 1
"2629" "ENST00000334708.4" "uORF" 1
"2630" "ENST00000334746.10" "uORF" 5
"2631" "ENST00000334805.11" "uORF" 13
"2632" "ENST00000334879.2" "uORF" 1
"2633" "ENST00000334994.6" "uORF" 1
"2634" "ENST00000335017.1" "uORF" 2
"2635" "ENST00000335021.2" "uORF" 1
"2636" "ENST00000335080.6" "uORF" 4
"2637" "ENST00000335099.8" "uORF" 1
"2638" "ENST00000335230.8" "uORF" 4
"2639" "ENST00000335251.11" "uORF" 1
"2640" "ENST00000335325.9" "uORF" 3
"2641" "ENST00000335327.6" "uORF" 2
"2642" "ENST00000335397.3" "start-stop" 1
"2643" "ENST00000335397.3" "uORF" 8
"2644" "ENST00000335472.12" "uORF" 1
"2645" "ENST00000335473.12" "uORF" 1
"2646" "ENST00000335496.5" "uORF" 7
"2647" "ENST00000335509.11" "uORF" 2
"2648" "ENST00000335523.8" "uORF" 2
"2649" "ENST00000335524.7" "uORF" 5
"2650" "ENST00000335542.13" "start-stop" 1
"2651" "ENST00000335542.13" "uORF" 11
"2652" "ENST00000335556.7" "uORF" 4
"2653" "ENST00000335565.6" "uORF" 6
"2654" "ENST00000335625.10" "uORF" 1
"2655" "ENST00000335678.7" "uORF" 1
"2656" "ENST00000335694.4" "uORF" 1
"2657" "ENST00000335725.9" "uORF" 2
"2658" "ENST00000335750.7" "uORF" 4
"2659" "ENST00000335756.9" "start-stop" 1
"2660" "ENST00000335783.4" "uORF" 1
"2661" "ENST00000335790.8" "start-stop" 1
"2662" "ENST00000335790.8" "uORF" 3
"2663" "ENST00000335791.10" "uORF" 2
"2664" "ENST00000335793.4" "uORF" 1
"2665" "ENST00000335890.3" "uORF" 1
"2666" "ENST00000335894.9" "uORF" 1
"2667" "ENST00000335953.9" "uORF" 2
"2668" "ENST00000335965.11" "uORF" 2
"2669" "ENST00000335999.7" "uORF" 2
"2670" "ENST00000336032.4" "uORF" 1
"2671" "ENST00000336119.8" "start-stop" 1
"2672" "ENST00000336119.8" "uORF" 8
"2673" "ENST00000336126.6" "uORF" 5
"2674" "ENST00000336128.12" "uORF" 1
"2675" "ENST00000336152.8" "uORF" 1
"2676" "ENST00000336164.9" "uORF" 2
"2677" "ENST00000336257.8" "start-stop" 1
"2678" "ENST00000336257.8" "uORF" 14
"2679" "ENST00000336273.8" "uORF" 1
"2680" "ENST00000336308.10" "uORF" 1
"2681" "ENST00000336395.6" "start-stop" 1
"2682" "ENST00000336395.6" "uORF" 1
"2683" "ENST00000336454.5" "uORF" 2
"2684" "ENST00000336498.8" "uORF" 1
"2685" "ENST00000336564.5" "uORF" 1
"2686" "ENST00000336576.10" "uORF" 1
"2687" "ENST00000336643.10" "uORF" 4
"2688" "ENST00000336686.9" "start-stop" 1
"2689" "ENST00000336686.9" "uORF" 1
"2690" "ENST00000336727.8" "uORF" 2
"2691" "ENST00000336751.11" "uORF" 2
"2692" "ENST00000336787.6" "start-stop" 1
"2693" "ENST00000336803.2" "uORF" 3
"2694" "ENST00000336832.7" "uORF" 2
"2695" "ENST00000336854.9" "uORF" 1
"2696" "ENST00000336866.7" "uORF" 2
"2697" "ENST00000336890.10" "start-stop" 1
"2698" "ENST00000336898.8" "uORF" 2
"2699" "ENST00000336985.11" "uORF" 1
"2700" "ENST00000337080.8" "uORF" 1
"2701" "ENST00000337198.10" "uORF" 3
"2702" "ENST00000337231.5" "uORF" 2
"2703" "ENST00000337248.9" "uORF" 3
"2704" "ENST00000337288.10" "uORF" 2
"2705" "ENST00000337318.8" "uORF" 3
"2706" "ENST00000337338.9" "uORF" 3
"2707" "ENST00000337343.9" "uORF" 1
"2708" "ENST00000337386.10" "uORF" 6
"2709" "ENST00000337414.9" "uORF" 1
"2710" "ENST00000337451.8" "start-stop" 1
"2711" "ENST00000337451.8" "uORF" 6
"2712" "ENST00000337478.3" "uORF" 1
"2713" "ENST00000337514.11" "start-stop" 1
"2714" "ENST00000337514.11" "uORF" 1
"2715" "ENST00000337523.10" "uORF" 2
"2716" "ENST00000337537.8" "start-stop" 1
"2717" "ENST00000337537.8" "uORF" 2
"2718" "ENST00000337539.12" "uORF" 3
"2719" "ENST00000337573.10" "uORF" 1
"2720" "ENST00000337576.7" "uORF" 2
"2721" "ENST00000337653.7" "uORF" 2
"2722" "ENST00000337714.8" "uORF" 2
"2723" "ENST00000337737.8" "start-stop" 1
"2724" "ENST00000337737.8" "uORF" 4
"2725" "ENST00000337743.9" "uORF" 2
