"t_id" "chromosome" "g_start_coord_ref" "g_end_coord_ref" "strand_mane" "u_id" "u_id2" "aug_start" "aug_end" "cadd_start" "stop" "stop_end" "cadd_stop"
"1713" "ENST00000263980.8" "1" 27154363 27154392 "-" 1713 "uORF" 27154390 27154392 1.78634522222222 27154363 27154365 1.50401866666667
"1716" "ENST00000264021.8" "11" 118565022 118565036 "-" 1716 "uORF" 118565034 118565036 1.76449788888889 118565022 118565024 2.17588288888889
"1717" "ENST00000264021.8" "11" 118565022 118565033 "-" 1717 "uORF" 118565031 118565033 2.286954 118565022 118565024 2.17588288888889
"1718" "ENST00000264025.8" "11" 119728934 119728972 "-" 1718 "uORF" 119728970 119728972 1.81909688888889 119728934 119728936 1.66556344444444
"1719" "ENST00000264025.8" "11" 119728752 119728793 "-" 1719 "uORF" 119728791 119728793 2.06198122222222 119728752 119728754 2.118936
"1721" "ENST00000264051.8" "2" 232974931 233013255 "-" 1721 "uORF" 233013253 233013255 0.298118888888889 232974931 232974933 0.292074444444445
"1722" "ENST00000264051.8" "2" 232974912 233013086 "-" 1722 "uORF" 233013084 233013086 0.271796777777778 232974912 232974914 0.587402111111111
"1730" "ENST00000264110.7" "2" 175168062 175168070 "-" 1730 "uORF" 175168068 175168070 1.316067 175168062 175168064 1.549181
"1731" "ENST00000264110.7" "2" 175151139 175151150 "-" 1731 "uORF" 175151148 175151150 1.59654977777778 175151139 175151141 1.49121055555555
"1732" "ENST00000264110.7" "2" 175136459 175151079 "-" 1732 "uORF" 175151077 175151079 2.14712377777778 175136459 175136461 1.97857877777778
"1733" "ENST00000264110.7" "2" 175136459 175136476 "-" 1733 "uORF" 175136474 175136476 1.61568311111111 175136459 175136461 1.97857877777778
"1738" "ENST00000264192.8" "2" 157444042 157444050 "-" 1738 "uORF" 157444048 157444050 2.03617433333334 157444042 157444044 1.23448188888889
"1739" "ENST00000264233.6" "3" 121545898 121545966 "-" 1739 "uORF" 121545964 121545966 1.02283144444444 121545898 121545900 1.12042844444444
"1740" "ENST00000264235.13" "3" 120094373 120094420 "-" 1740 "uORF" 120094418 120094420 2.20965533333333 120094373 120094375 2.28435088888889
"1741" "ENST00000264235.13" "3" 120094031 120094189 "-" 1741 "uORF" 120094187 120094189 2.17887833333333 120094031 120094033 1.35626044444445
"1742" "ENST00000264235.13" "3" 120094069 120094176 "-" 1742 "uORF" 120094174 120094176 2.11023266666667 120094069 120094071 2.05786144444445
"1743" "ENST00000264235.13" "3" 120094069 120094116 "-" 1743 "uORF" 120094114 120094116 2.13339466666667 120094069 120094071 2.05786144444445
"1744" "ENST00000264235.13" "3" 120094031 120094072 "-" 1744 "uORF" 120094070 120094072 2.072193 120094031 120094033 1.35626044444445
"1745" "ENST00000264235.13" "3" 120093628 120093657 "-" 1745 "uORF" 120093655 120093657 1.72836422222222 120093628 120093630 1.89775311111111
"1746" "ENST00000264235.13" "3" 120093505 120093528 "-" 1746 "uORF" 120093526 120093528 2.157028 120093505 120093507 2.11219844444445
"1750" "ENST00000264246.8" "3" 119559564 119559578 "-" 1750 "uORF" 119559576 119559578 0.565060444444445 119559564 119559566 0.887486111111111
"1751" "ENST00000264249.8" "2" 100406680 100406694 "-" 1751 "uORF" 100406692 100406694 1.53094655555555 100406680 100406682 1.78406222222222
"1752" "ENST00000264276.11" "2" 201768925 201780909 "-" 1752 "uORF" 201780907 201780909 0.784640555555555 201768925 201768927 0.366054555555555
"1753" "ENST00000264276.11" "2" 201768906 201768917 "-" 1753 "uORF" 201768915 201768917 1.22683522222222 201768906 201768908 1.77954711111111
"1754" "ENST00000264276.11" "2" 201768889 201768906 "-" 1754 "uORF" 201768904 201768906 2.01450288888889 201768889 201768891 2.016936
"1758" "ENST00000264316.9" "4" 48134224 48134241 "-" 1758 "uORF" 48134239 48134241 1.72267644444444 48134224 48134226 0.368700777777778
"1759" "ENST00000264331.9" "3" 25664816 25664893 "-" 1759 "uORF" 25664891 25664893 2.30990244444445 25664816 25664818 1.46155788888889
"1760" "ENST00000264331.9" "3" 25664406 25664432 "-" 1760 "uORF" 25664430 25664432 1.49142022222222 25664406 25664408 1.33983444444445
"1761" "ENST00000264344.10" "4" 89057121 89057162 "-" 1761 "uORF" 89057160 89057162 1.61364733333333 89057121 89057123 1.09679544444444
"1762" "ENST00000264344.10" "4" 89057012 89057119 "-" 1762 "uORF" 89057117 89057119 1.10732211111111 89057012 89057014 1.57808488888889
"1763" "ENST00000264344.10" "4" 89057043 89057051 "-" 1763 "uORF" 89057049 89057051 0.785051555555555 89057043 89057045 1.03568566666667
"1764" "ENST00000264344.10" "4" 89057031 89057042 "-" 1764 "uORF" 89057040 89057042 1.13284722222222 89057031 89057033 1.12043633333334
"1773" "ENST00000264363.7" "4" 115113557 115113565 "-" 1773 "uORF" 115113563 115113565 0.853136333333332 115113557 115113559 1.679766
"1774" "ENST00000264363.7" "4" 115113496 115113504 "-" 1774 "uORF" 115113502 115113504 0.798755333333333 115113496 115113498 1.66914077777778
"1775" "ENST00000264363.7" "4" 115113444 115113455 "-" 1775 "uORF" 115113453 115113455 1.26779677777778 115113444 115113446 2.03238188888889
"1776" "ENST00000264363.7" "4" 115077187 115077279 "-" 1776 "uORF" 115077277 115077279 1.29726811111111 115077187 115077189 1.22286544444445
"1777" "ENST00000264363.7" "4" 115077080 115077157 "-" 1777 "uORF" 115077155 115077157 1.71444511111111 115077080 115077082 1.27560411111111
"1778" "ENST00000264363.7" "4" 115077136 115077147 "-" 1778 "uORF" 115077145 115077147 1.67306255555555 115077136 115077138 1.57683266666667
"1779" "ENST00000264363.7" "4" 115077080 115077139 "-" 1779 "uORF" 115077137 115077139 1.65154233333333 115077080 115077082 1.27560411111111
"1780" "ENST00000264363.7" "4" 115077080 115077091 "-" 1780 "uORF" 115077089 115077091 1.58723944444444 115077080 115077082 1.27560411111111
"1782" "ENST00000264382.8" "3" 165078434 165078442 "-" 1782 "uORF" 165078440 165078442 1.68663922222222 165078434 165078436 1.76094344444445
"1783" "ENST00000264414.9" "2" 224585288 224585335 "-" 1783 "uORF" 224585333 224585335 2.33657911111111 224585288 224585290 2.22009355555556
"1787" "ENST00000264434.7" "2" 70182776 70182841 "-" 1787 "uORF" 70182839 70182841 1.18717711111111 70182776 70182778 0.871978555555557
"1788" "ENST00000264434.7" "2" 70182742 70182768 "-" 1788 "uORF" 70182766 70182768 0.221071555555555 70182742 70182744 1.10441877777778
"1789" "ENST00000264434.7" "2" 70181989 70182735 "-" 1789 "uORF" 70182733 70182735 1.43723944444444 70181989 70181991 1.38470611111111
"1790" "ENST00000264434.7" "2" 70181989 70182714 "-" 1790 "uORF" 70182712 70182714 0.537799222222222 70181989 70181991 1.38470611111111
"1791" "ENST00000264434.7" "2" 70181989 70182687 "-" 1791 "uORF" 70182685 70182687 1.40842166666666 70181989 70181991 1.38470611111111
"1792" "ENST00000264436.9" "2" 70768143 70768172 "-" 1792 "uORF" 70768170 70768172 2.342496 70768143 70768145 1.27803844444445
"1793" "ENST00000264436.9" "2" 70767986 70768015 "-" 1793 "uORF" 70768013 70768015 1.90810011111111 70767986 70767988 2.10146544444445
"1794" "ENST00000264436.9" "2" 70713166 70767899 "-" 1794 "uORF" 70767897 70767899 0.930491333333334 70713166 70713168 1.374875
"1795" "ENST00000264436.9" "2" 70713156 70713173 "-" 1795 "uORF" 70713171 70713173 1.12144766666667 70713156 70713158 1.22865666666667
"1796" "ENST00000264436.9" "2" 70713111 70713155 "-" 1796 "uORF" 70713153 70713155 1.20157833333334 70713111 70713113 0.529976444444445
"1801" "ENST00000264463.8" "5" 24644822 24644920 "-" 1801 "uORF" 24644918 24644920 1.74187011111111 24644822 24644824 1.87551733333333
"1802" "ENST00000264463.8" "5" 24644713 24644808 "-" 1802 "uORF" 24644806 24644808 2.02906133333333 24644713 24644715 1.72734288888889
"1803" "ENST00000264463.8" "5" 24644718 24644741 "-" 1803 "uORF" 24644739 24644741 1.81602333333333 24644718 24644720 1.889905
"1804" "ENST00000264463.8" "5" 24593555 24593602 "-" 1804 "uORF" 24593600 24593602 1.08198433333333 24593555 24593557 0.684627
"1805" "ENST00000264463.8" "5" 24593555 24593587 "-" 1805 "uORF" 24593585 24593587 1.450874 24593555 24593557 0.684627
"1806" "ENST00000264463.8" "5" 24593565 24593582 "-" 1806 "uORF" 24593580 24593582 1.50264055555556 24593565 24593567 1.50154888888889
"1807" "ENST00000264563.7" "19" 55370403 55370435 "-" 1807 "uORF" 55370433 55370435 2.11031155555556 55370403 55370405 1.94796588888889
"1808" "ENST00000264601.8" "2" 237590484 237590513 "-" 1808 "uORF" 237590511 237590513 0.810970888888889 237590484 237590486 0.98856411111111
"1809" "ENST00000264661.4" "17" 42180987 42181040 "-" 1809 "uORF" 42181038 42181040 2.31313344444445 42180987 42180989 1.56389822222222
"1810" "ENST00000264664.5" "5" 44389003 44389038 "-" 1810 "uORF" 44389036 44389038 2.07561666666667 44389003 44389005 2.12863233333333
"1811" "ENST00000264664.5" "5" 44388717 44388839 "-" 1811 "uORF" 44388837 44388839 2.38239244444444 44388717 44388719 2.18705033333334
"1812" "ENST00000264664.5" "5" 44388788 44388835 "-" 1812 "uORF" 44388833 44388835 2.33603344444445 44388788 44388790 2.04449522222222
"1813" "ENST00000264669.10" "5" 7868136 7868168 "-" 1813 "uORF" 7868166 7868168 0.542799666666667 7868136 7868138 0.677281888888889
"1814" "ENST00000264669.10" "5" 7868122 7868154 "-" 1814 "uORF" 7868152 7868154 0.278337555555555 7868122 7868124 0.421677222222222
"1815" "ENST00000264669.10" "5" 7868122 7868145 "-" 1815 "uORF" 7868143 7868145 0.222550555555555 7868122 7868124 0.421677222222222
"1816" "ENST00000264669.10" "5" 7868122 7868133 "-" 1816 "uORF" 7868131 7868133 0.326517111111111 7868122 7868124 0.421677222222222
"1817" "ENST00000264703.4" "2" 27494965 27494973 "-" 1817 "uORF" 27494971 27494973 2.41109855555555 27494965 27494967 2.43546777777778
"1818" "ENST00000264703.4" "2" 27494900 27494941 "-" 1818 "uORF" 27494939 27494941 2.43619055555556 27494900 27494902 2.21787022222222
"1819" "ENST00000264712.8" "2" 25982384 25982422 "-" 1819 "uORF" 25982420 25982422 2.34916077777778 25982384 25982386 2.62062644444445
"1820" "ENST00000264712.8" "2" 25981984 25982418 "-" 1820 "uORF" 25982416 25982418 2.24038822222222 25981984 25981986 1.33934888888889
"1821" "ENST00000264712.8" "2" 25982315 25982326 "-" 1821 "uORF" 25982324 25982326 2.10130855555556 25982315 25982317 2.14387266666667
"1822" "ENST00000264712.8" "2" 25982141 25982209 "-" 1822 "uORF" 25982207 25982209 1.72143622222222 25982141 25982143 2.00923511111111
"1823" "ENST00000264712.8" "2" 25981984 25982040 "-" 1823 "uORF" 25982038 25982040 2.00225544444445 25981984 25981986 1.33934888888889
"1824" "ENST00000264723.9" "3" 47578788 47578820 "-" 1824 "uORF" 47578818 47578820 1.92947322222222 47578788 47578790 1.62633811111111
"1827" "ENST00000264784.8" "4" 10021455 10021487 "-" 1827 "uORF" 10021485 10021487 0.941541888888889 10021455 10021457 0.211829444444445
"1829" "ENST00000264808.8" "4" 120922638 120922673 "-" 1829 "uORF" 120922671 120922673 1.50916277777778 120922638 120922640 1.16926011111111
"1835" "ENST00000264867.7" "4" 23889979 23890026 "-" 1835 "uORF" 23890024 23890026 2.08382533333333 23889979 23889981 2.11514155555555
"1838" "ENST00000264926.7" "3" 8963461 8963469 "-" 1838 "uORF" 8963467 8963469 0.488708777777778 8963461 8963463 1.72254688888889
"1839" "ENST00000264938.8" "5" 524333 524356 "-" 1839 "uORF" 524354 524356 0.89112211111111 524333 524335 0.965456444444446
"1848" "ENST00000264982.8" "3" 138591933 138591956 "-" 1848 "uORF" 138591954 138591956 1.84087211111111 138591933 138591935 1.59620033333333
"1849" "ENST00000264982.8" "3" 138591919 138591936 "-" 1849 "uORF" 138591934 138591936 1.31164355555555 138591919 138591921 1.46063055555555
"1850" "ENST00000264982.8" "3" 138591869 138591895 "-" 1850 "uORF" 138591893 138591895 1.12686111111111 138591869 138591871 1.23738388888889
"1851" "ENST00000264982.8" "3" 138591859 138591867 "-" 1851 "uORF" 138591865 138591867 0.969976666666668 138591859 138591861 1.77607933333333
"1852" "ENST00000264982.8" "3" 138572930 138591862 "-" 1852 "uORF" 138591860 138591862 1.67331388888889 138572930 138572932 0.756494777777778
"1853" "ENST00000264990.11" "3" 132659754 132659783 "-" 1853 "uORF" 132659781 132659783 0.174396 132659754 132659756 0.664672777777778
"1854" "ENST00000264992.8" "3" 131025589 131026536 "-" 1854 "uORF" 131026534 131026536 0.506121555555556 131025589 131025591 0.384014444444445
"1855" "ENST00000264992.8" "3" 131025506 131025553 "-" 1855 "uORF" 131025551 131025553 1.12153644444445 131025506 131025508 0.478265888888889
"1856" "ENST00000264992.8" "3" 131025492 131025509 "-" 1856 "uORF" 131025507 131025509 0.489437333333334 131025492 131025494 0.421181222222222
"1857" "ENST00000265007.11" "5" 157652292 157652411 "-" 1857 "uORF" 157652409 157652411 1.165141 157652292 157652294 0.107666333333333
"1858" "ENST00000265007.11" "5" 157652321 157652359 "-" 1858 "uORF" 157652357 157652359 0.91057011111111 157652321 157652323 1.40977922222222
"1859" "ENST00000265007.11" "5" 157652260 157652331 "-" 1859 "uORF" 157652329 157652331 0.154154555555556 157652260 157652262 1.51929566666667
"1860" "ENST00000265022.8" "3" 186320646 186320663 "-" 1860 "uORF" 186320661 186320663 1.06851988888889 186320646 186320648 0.342131777777778
"1861" "ENST00000265022.8" "3" 186320509 186320547 "-" 1861 "uORF" 186320545 186320547 1.65267288888889 186320509 186320511 0.710941555555556
"1866" "ENST00000265070.7" "5" 32174131 32174184 "-" 1866 "uORF" 32174182 32174184 1.77916855555556 32174131 32174133 1.84593455555556
"1881" "ENST00000265087.9" "5" 173328350 173328385 "-" 1881 "uORF" 173328383 173328385 2.458807 173328350 173328352 2.47027622222222
"1882" "ENST00000265104.5" "5" 13944539 13944574 "-" 1882 "uORF" 13944572 13944574 0.0814212222222221 13944539 13944541 -0.0603094444444446
"1883" "ENST00000265104.5" "5" 13944507 13944548 "-" 1883 "uORF" 13944546 13944548 0.0678042222222222 13944507 13944509 0.477860111111111
"1884" "ENST00000265104.5" "5" 13944487 13944513 "-" 1884 "uORF" 13944511 13944513 0.254585555555556 13944487 13944489 0.676975444444445
"1888" "ENST00000265136.12" "7" 51316713 51316739 "-" 1888 "uORF" 51316737 51316739 2.07061022222222 51316713 51316715 2.04462011111111
"1889" "ENST00000265136.12" "7" 51316678 51316716 "-" 1889 "uORF" 51316714 51316716 2.00330822222222 51316678 51316680 1.16738811111111
"1890" "ENST00000265138.4" "5" 91383224 91383238 "-" 1890 "uORF" 91383236 91383238 2.29150022222222 91383224 91383226 1.93197544444445
"1891" "ENST00000265138.4" "5" 91383136 91383147 "-" 1891 "uORF" 91383145 91383147 2.10468588888889 91383136 91383138 2.154693
"1893" "ENST00000265165.6" "4" 108168414 108168467 "-" 1893 "uORF" 108168465 108168467 1.63438033333334 108168414 108168416 1.59487822222222
"1897" "ENST00000265239.11" "3" 197959961 197959975 "-" 1897 "uORF" 197959973 197959975 0.139034444444445 197959961 197959963 0.250553333333333
"1898" "ENST00000265239.11" "3" 197959690 197959925 "-" 1898 "uORF" 197959923 197959925 0.313162333333333 197959690 197959692 0.568316777777778
"1899" "ENST00000265239.11" "3" 197959533 197959852 "-" 1899 "uORF" 197959850 197959852 0.518038222222222 197959533 197959535 0.774448666666667
"1900" "ENST00000265239.11" "3" 197959533 197959622 "-" 1900 "uORF" 197959620 197959622 0.592101222222222 197959533 197959535 0.774448666666667
"1901" "ENST00000265239.11" "3" 197959533 197959592 "-" 1901 "uORF" 197959590 197959592 0.529185 197959533 197959535 0.774448666666667
"1909" "ENST00000265310.6" "7" 142933571 142933726 "-" 1909 "uORF" 142933724 142933726 0.809574666666667 142933571 142933573 -0.033784
"1910" "ENST00000265310.6" "7" 142933571 142933693 "-" 1910 "uORF" 142933691 142933693 0.0691133333333333 142933571 142933573 -0.033784
"1911" "ENST00000265316.9" "2" 219218733 219218756 "-" 1911 "uORF" 219218754 219218756 0.609292555555556 219218733 219218735 0.660947111111111
"1912" "ENST00000265334.9" "5" 134366982 134367143 "-" 1912 "uORF" 134367141 134367143 1.58578588888889 134366982 134366984 0.933155777777778
"1913" "ENST00000265334.9" "5" 134367031 134367039 "-" 1913 "uORF" 134367037 134367039 1.73608744444444 134367031 134367033 1.72705888888889
"1914" "ENST00000265340.12" "5" 135033973 135034029 "-" 1914 "uORF" 135034027 135034029 1.96423355555556 135033973 135033975 2.21673344444445
"1915" "ENST00000265343.10" "5" 132963463 132963498 "-" 1915 "uORF" 132963496 132963498 2.40363411111111 132963463 132963465 2.26534788888889
"1916" "ENST00000265343.10" "5" 132963329 132963343 "-" 1916 "uORF" 132963341 132963343 2.15266088888889 132963329 132963331 2.31018188888889
"1917" "ENST00000265343.10" "5" 132963276 132963290 "-" 1917 "uORF" 132963288 132963290 2.40845911111111 132963276 132963278 2.36055311111111
"1920" "ENST00000265361.8" "7" 80918843 80918860 "-" 1920 "uORF" 80918858 80918860 1.25022044444445 80918843 80918845 1.80599422222222
"1921" "ENST00000265362.9" "7" 84194718 84194729 "-" 1921 "uORF" 84194727 84194729 1.36853444444444 84194718 84194720 2.14409088888889
"1922" "ENST00000265362.9" "7" 84194687 84194701 "-" 1922 "uORF" 84194699 84194701 2.339909 84194687 84194689 2.14828744444445
"1923" "ENST00000265381.7" "9" 69672197 69672268 "-" 1923 "uORF" 69672266 69672268 1.94296744444444 69672197 69672199 2.04710933333333
"1924" "ENST00000265381.7" "9" 69517251 69517265 "-" 1924 "uORF" 69517263 69517265 1.94202188888889 69517251 69517253 1.61653833333333
"1928" "ENST00000265388.10" "7" 129054850 129054888 "-" 1928 "uORF" 129054886 129054888 2.45897522222222 129054850 129054852 2.36905133333333
"1929" "ENST00000265433.8" "8" 89984614 89984649 "-" 1929 "uORF" 89984647 89984649 1.217167 89984614 89984616 0.623667888888889
"1930" "ENST00000265440.12" "7" 116030684 116030716 "-" 1930 "uORF" 116030714 116030716 0.783687777777778 116030684 116030686 1.59510666666667
"1931" "ENST00000265440.12" "7" 116030684 116030707 "-" 1931 "uORF" 116030705 116030707 0.536758333333333 116030684 116030686 1.59510666666667
"1932" "ENST00000265440.12" "7" 116030667 116030702 "-" 1932 "uORF" 116030700 116030702 1.19328022222222 116030667 116030669 1.74785422222222
"1933" "ENST00000265440.12" "7" 115984450 116030664 "-" 1933 "uORF" 116030662 116030664 1.74917055555556 115984450 115984452 0.671505555555555
"1934" "ENST00000265441.8" "7" 117323016 117323039 "-" 1934 "uORF" 117323037 117323039 2.38116066666667 117323016 117323018 2.29637866666667
"1935" "ENST00000265441.8" "7" 117322991 117323011 "-" 1935 "uORF" 117323009 117323011 2.300885 117322991 117322993 2.23210333333333
"1936" "ENST00000265459.11" "11" 64723155 64723181 "-" 1936 "uORF" 64723179 64723181 2.33296044444444 64723155 64723157 2.27256
"1937" "ENST00000265459.11" "11" 64713819 64713830 "-" 1937 "uORF" 64713828 64713830 1.44429655555556 64713819 64713821 1.58129255555556
"1938" "ENST00000265459.11" "11" 64713748 64713765 "-" 1938 "uORF" 64713763 64713765 1.85009488888889 64713748 64713750 1.78438722222222
"1939" "ENST00000265565.10" "3" 47443040 47443081 "-" 1939 "uORF" 47443079 47443081 1.52534311111111 47443040 47443042 1.928334
"1940" "ENST00000265565.10" "3" 47443006 47443020 "-" 1940 "uORF" 47443018 47443020 2.167321 47443006 47443008 2.17337855555556
