"chr" "start" "end" "strand" "transcript_id" "exon_number"
"6192" "4" 173399068 173399116 "-" "ENST00000296506.8" 1
"6193" "4" 173391415 173391428 "-" "ENST00000296506.8" 2
"6194" "4" 120066735 120066848 "-" "ENST00000296509.11" 1
"6195" "4" 121696863 121696980 "-" "ENST00000296511.10" 1
"6196" "4" 121696590 121696624 "-" "ENST00000296511.10" 2
"6197" "4" 122379011 122379115 "+" "ENST00000296513.7" 1
"6198" "4" 122379372 122379445 "+" "ENST00000296513.7" 2
"6199" "4" 122380062 122380069 "+" "ENST00000296513.7" 3
"6200" "4" 174522452 174522488 "-" "ENST00000296522.11" 1
"6201" "4" 176269109 176269222 "-" "ENST00000296525.7" 1
"6202" "4" 158211453 158211574 "+" "ENST00000296529.11" 2
"6203" "4" 158210486 158210586 "+" "ENST00000296529.11" 1
"6204" "4" 158212608 158212667 "+" "ENST00000296529.11" 3
"6205" "4" 163332482 163332596 "-" "ENST00000296533.3" 1
"6206" "4" 163326555 163326705 "-" "ENST00000296533.3" 2
"6207" "4" 139301505 139301777 "+" "ENST00000296543.10" 1
"6208" "4" 150078445 150079027 "+" "ENST00000296550.12" 1
"6209" "5" 5422677 5422915 "+" "ENST00000296564.9" 1
"6210" "4" 144646156 144646675 "+" "ENST00000296575.8" 1
"6211" "4" 145098311 145098419 "+" "ENST00000296577.9" 1
"6212" "4" 145104386 145104412 "+" "ENST00000296577.9" 2
"6213" "4" 146175718 146175811 "+" "ENST00000296581.11" 1
"6214" "4" 146182912 146182921 "+" "ENST00000296581.11" 2
"6215" "4" 147617397 147617956 "+" "ENST00000296582.8" 1
"6216" "5" 52989352 52989468 "+" "ENST00000296585.10" 1
"6217" "5" 33984584 33984693 "-" "ENST00000296589.9" 1
"6218" "5" 84384375 84384880 "-" "ENST00000296591.10" 1
"6219" "5" 88268724 88268845 "-" "ENST00000296595.11" 1
"6220" "5" 60945205 60945255 "+" "ENST00000296597.10" 1
"6221" "5" 122129546 122129683 "+" "ENST00000296600.5" 1
"6222" "5" 122151779 122151990 "+" "ENST00000296600.5" 2
"6223" "5" 36143350 36143406 "-" "ENST00000296603.5" 2
"6224" "5" 36151556 36151887 "-" "ENST00000296603.5" 1
"6225" "5" 36301417 36301902 "-" "ENST00000296604.8" 1
"6226" "5" 111507434 111507442 "-" "ENST00000296632.8" 2
"6227" "5" 111512385 111512535 "-" "ENST00000296632.8" 1
"6228" "5" 76623231 76623403 "-" "ENST00000296641.5" 1
"6229" "5" 10564070 10564467 "+" "ENST00000296657.7" 1
"6230" "5" 10307625 10307902 "-" "ENST00000296658.4" 1
"6231" "5" 10290763 10290781 "-" "ENST00000296658.4" 2
"6232" "5" 127071584 127071685 "-" "ENST00000296662.10" 2
"6233" "5" 127058996 127059002 "-" "ENST00000296662.10" 3
"6234" "5" 127073451 127073502 "-" "ENST00000296662.10" 1
"6235" "5" 127523460 127523479 "+" "ENST00000296666.13" 2
"6236" "5" 127517640 127517776 "+" "ENST00000296666.13" 1
"6237" "5" 82278324 82278354 "-" "ENST00000296674.13" 1
"6238" "5" 76819030 76819182 "+" "ENST00000296677.5" 1
"6239" "5" 77492221 77492316 "-" "ENST00000296679.9" 1
"6240" "5" 23507609 23507712 "+" "ENST00000296682.4" 1
"6241" "5" 23508950 23509033 "+" "ENST00000296682.4" 2
"6242" "5" 53560639 53560662 "+" "ENST00000296684.10" 1
"6243" "5" 147878711 147878803 "+" "ENST00000296694.5" 1
"6244" "5" 147831578 147831671 "-" "ENST00000296695.10" 1
"6245" "5" 149271859 149271968 "+" "ENST00000296721.9" 1
"6246" "5" 149996349 149996429 "-" "ENST00000296736.4" 2
"6247" "5" 150000474 150000654 "-" "ENST00000296736.4" 1
"6248" "5" 80320002 80320215 "+" "ENST00000296739.6" 1
"6249" "4" 184217820 184217873 "-" "ENST00000296741.7" 1
"6250" "5" 72107475 72107531 "+" "ENST00000296755.12" 1
"6251" "5" 73173193 73173243 "+" "ENST00000296776.6" 1
"6252" "5" 71719275 71719293 "+" "ENST00000296777.5" 1
"6253" "5" 73562882 73562985 "-" "ENST00000296785.8" 2
"6254" "5" 73565132 73565639 "-" "ENST00000296785.8" 1
"6255" "5" 159263290 159263360 "+" "ENST00000296786.8" 1
"6256" "5" 159268870 159268915 "+" "ENST00000296786.8" 2
"6257" "5" 73565743 73565912 "+" "ENST00000296792.9" 1
"6258" "5" 73567262 73567344 "+" "ENST00000296792.9" 2
"6259" "4" 186069156 186069248 "+" "ENST00000296795.8" 1
"6260" "4" 186076613 186076619 "+" "ENST00000296795.8" 2
"6261" "5" 74766938 74767117 "-" "ENST00000296805.8" 1
"6262" "5" 74763743 74763766 "-" "ENST00000296805.8" 2
"6263" "5" 216850 216859 "-" "ENST00000296824.4" 2
"6264" "5" 218093 218153 "-" "ENST00000296824.4" 1
"6265" "6" 1312098 1312704 "+" "ENST00000296839.5" 1
"6266" "5" 1008802 1009057 "+" "ENST00000296849.10" 1
"6267" "6" 47309512 47309905 "-" "ENST00000296861.2" 1
"6268" "5" 132060655 132060706 "+" "ENST00000296870.3" 1
"6269" "5" 132073789 132073823 "+" "ENST00000296871.4" 1
"6270" "5" 132873668 132873694 "+" "ENST00000296877.3" 1
"6271" "5" 171309248 171309365 "+" "ENST00000296921.6" 1
"6272" "5" 171387849 171387948 "+" "ENST00000296930.10" 1
"6273" "5" 173056352 173056479 "+" "ENST00000296953.6" 1
"6274" "5" 173080585 173080775 "+" "ENST00000296953.6" 2
"6275" "6" 130366017 130366524 "+" "ENST00000296978.4" 1
"6276" "6" 130385173 130385236 "+" "ENST00000296978.4" 2
"6277" "6" 130440407 130440422 "+" "ENST00000296978.4" 3
"6278" "6" 137161750 137161814 "-" "ENST00000296980.7" 2
"6279" "6" 137173413 137173644 "-" "ENST00000296980.7" 1
"6280" "7" 50095883 50096085 "+" "ENST00000297001.7" 1
"6281" "6" 25726528 25726562 "-" "ENST00000297012.5" 1
"6282" "7" 12570720 12570786 "+" "ENST00000297029.10" 1
"6283" "7" 6447843 6447954 "-" "ENST00000297056.11" 1
"6284" "7" 23531825 23531981 "-" "ENST00000297071.9" 1
"6285" "5" 154190733 154190866 "+" "ENST00000297107.11" 1
"6286" "5" 154445997 154446604 "+" "ENST00000297109.11" 1
"6287" "7" 107563897 107563920 "-" "ENST00000297135.9" 1
"6288" "7" 31340593 31340726 "-" "ENST00000297142.4" 1
"6289" "7" 31339269 31339289 "-" "ENST00000297142.4" 2
"6290" "7" 112939751 112939875 "-" "ENST00000297145.9" 1
"6291" "5" 160415295 160415310 "-" "ENST00000297151.9" 2
"6292" "5" 160419023 160419081 "-" "ENST00000297151.9" 1
"6293" "5" 134738548 134738620 "+" "ENST00000297156.4" 1
"6294" "7" 33109373 33109404 "-" "ENST00000297157.8" 1
"6295" "5" 141636997 141638225 "+" "ENST00000297164.8" 1
"6296" "5" 138575319 138575401 "-" "ENST00000297185.9" 1
"6297" "7" 88795640 88795737 "-" "ENST00000297203.3" 1
"6298" "7" 88794943 88795046 "-" "ENST00000297203.3" 2
"6299" "7" 90159758 90159788 "+" "ENST00000297205.7" 2
"6300" "7" 90154469 90154543 "+" "ENST00000297205.7" 1
"6301" "8" 81280536 81280595 "+" "ENST00000297258.11" 1
"6302" "7" 155812123 155812463 "-" "ENST00000297261.7" 1
"6303" "8" 81732448 81732626 "+" "ENST00000297265.5" 1
"6304" "6" 159169400 159169596 "+" "ENST00000297267.14" 1
"6305" "7" 94394895 94395031 "+" "ENST00000297268.11" 1
"6306" "7" 94509809 94510084 "+" "ENST00000297273.9" 1
"6307" "7" 44065530 44065567 "-" "ENST00000297283.4" 1
"6308" "7" 98281686 98281795 "+" "ENST00000297290.4" 1
"6309" "7" 98106862 98107177 "+" "ENST00000297293.6" 1
"6310" "17" 35194308 35194393 "-" "ENST00000297307.7" 1
"6311" "8" 53851795 53851899 "+" "ENST00000297313.8" 1
"6312" "8" 54457935 54458138 "+" "ENST00000297316.5" 1
"6313" "7" 45574368 45574543 "+" "ENST00000297323.12" 1
"6314" "8" 13566869 13566991 "+" "ENST00000297324.5" 1
"6315" "7" 48028939 48029107 "-" "ENST00000297325.9" 1
"6316" "8" 116866730 116866761 "-" "ENST00000297338.7" 2
"6317" "8" 116874611 116874776 "-" "ENST00000297338.7" 1
"6318" "8" 117520713 117520876 "+" "ENST00000297347.7" 1
"6319" "8" 118951822 118951885 "-" "ENST00000297350.9" 1
"6320" "8" 73093068 73093172 "-" "ENST00000297354.7" 1
"6321" "7" 56088942 56088975 "-" "ENST00000297373.7" 2
"6322" "7" 56092836 56092952 "-" "ENST00000297373.7" 1
"6323" "7" 155458129 155458377 "+" "ENST00000297375.4" 1
"6324" "8" 113436855 113436939 "-" "ENST00000297405.10" 1
"6325" "8" 47260938 47260958 "+" "ENST00000297423.9" 1
"6326" "7" 104207905 104208013 "-" "ENST00000297431.9" 1
"6327" "8" 6936900 6936911 "-" "ENST00000297435.3" 2
"6328" "8" 6938226 6938306 "-" "ENST00000297435.3" 1
"6329" "8" 6926036 6926076 "-" "ENST00000297436.3" 1
"6330" "8" 6877858 6877936 "-" "ENST00000297439.4" 1
"6331" "7" 726699 726720 "+" "ENST00000297440.11" 1
"6332" "8" 108785099 108785137 "-" "ENST00000297459.4" 2
"6333" "8" 108787476 108787594 "-" "ENST00000297459.4" 1
"6334" "7" 1556114 1556205 "-" "ENST00000297477.10" 1
"6335" "7" 150991017 150991300 "+" "ENST00000297494.8" 1
"6336" "7" 150993753 150993803 "+" "ENST00000297494.8" 2
"6337" "7" 1459327 1459470 "-" "ENST00000297508.8" 1
"6338" "8" 86230278 86230381 "-" "ENST00000297524.8" 1
"6339" "7" 151080767 151080809 "-" "ENST00000297532.11" 1
"6340" "7" 151082564 151082593 "-" "ENST00000297533.9" 2
"6341" "7" 151083434 151083493 "-" "ENST00000297533.9" 1
"6342" "7" 139341337 139341384 "+" "ENST00000297534.7" 1
"6343" "7" 151167549 151167694 "-" "ENST00000297537.5" 1
"6344" "5" 126600947 126600962 "+" "ENST00000297540.5" 1
"6345" "8" 98948839 98948952 "+" "ENST00000297565.9" 2
"6346" "8" 98944442 98944823 "+" "ENST00000297565.9" 1
"6347" "8" 103414938 103415107 "-" "ENST00000297578.9" 1
"6348" "8" 104348541 104348552 "+" "ENST00000297581.2" 2
"6349" "8" 104339826 104339862 "+" "ENST00000297581.2" 1
"6350" "8" 94553448 94553469 "-" "ENST00000297591.10" 1
"6351" "8" 94262090 94262319 "-" "ENST00000297596.3" 1
"6352" "8" 94260504 94260512 "-" "ENST00000297596.3" 2
"6353" "8" 93922016 93922059 "+" "ENST00000297598.5" 2
"6354" "8" 93916923 93917079 "+" "ENST00000297598.5" 1
"6355" "9" 34397634 34397810 "-" "ENST00000297623.7" 1
"6356" "9" 34372944 34373006 "-" "ENST00000297625.8" 2
"6357" "9" 34376793 34376898 "-" "ENST00000297625.8" 1
"6358" "8" 124372158 124372701 "-" "ENST00000297632.8" 1
"6359" "9" 34220908 34220914 "+" "ENST00000297661.9" 2
"6360" "9" 34179043 34179240 "+" "ENST00000297661.9" 1
"6361" "9" 39288065 39288167 "-" "ENST00000297668.11" 1
"6362" "16" 30985653 30985658 "+" "ENST00000297679.10" 2
"6363" "16" 30985207 30985297 "+" "ENST00000297679.10" 1
"6364" "9" 91423640 91423832 "-" "ENST00000297689.4" 1
"6365" "9" 91410735 91410906 "-" "ENST00000297689.4" 2
"6366" "8" 40825677 40825680 "-" "ENST00000297737.11" 2
"6367" "8" 40897683 40897826 "-" "ENST00000297737.11" 1
"6368" "8" 67746130 67746360 "-" "ENST00000297770.10" 1
"6369" "9" 72577902 72578023 "+" "ENST00000297784.10" 2
"6370" "9" 72616368 72616477 "+" "ENST00000297784.10" 3
"6371" "9" 72648597 72648648 "+" "ENST00000297784.10" 5
"6372" "9" 72627921 72628063 "+" "ENST00000297784.10" 4
"6373" "9" 72521608 72521913 "+" "ENST00000297784.10" 1
"6374" "9" 72953001 72953053 "-" "ENST00000297785.8" 1
"6375" "7" 128791968 128792411 "+" "ENST00000297788.9" 1
"6376" "9" 83921371 83921432 "-" "ENST00000297814.7" 1
"6377" "9" 83915592 83915678 "-" "ENST00000297814.7" 2
"6378" "7" 130207860 130207910 "+" "ENST00000297819.4" 1
"6379" "8" 120147806 120147842 "+" "ENST00000297848.8" 2
"6380" "8" 120125102 120125340 "+" "ENST00000297848.8" 1
"6381" "7" 73842141 73842144 "-" "ENST00000297873.9" 2
"6382" "7" 73842490 73842516 "-" "ENST00000297873.9" 1
"6383" "X" 38033534 38033889 "+" "ENST00000297875.7" 2
"6384" "X" 38006553 38006668 "+" "ENST00000297875.7" 1
"6385" "X" 15383947 15384413 "-" "ENST00000297904.4" 1
"6386" "9" 125298890 125298921 "+" "ENST00000297933.11" 4
"6387" "9" 125261826 125261959 "+" "ENST00000297933.11" 1
"6388" "9" 125295458 125295574 "+" "ENST00000297933.11" 3
"6389" "9" 125268936 125268984 "+" "ENST00000297933.11" 2
"6390" "9" 33401263 33401287 "-" "ENST00000297988.6" 2
"6391" "9" 33402373 33402568 "-" "ENST00000297988.6" 1
"6392" "9" 33473843 33473924 "-" "ENST00000297990.9" 1
"6393" "9" 33447531 33447593 "-" "ENST00000297991.6" 1
"6394" "9" 37761903 37761931 "+" "ENST00000297994.4" 2
"6395" "9" 37753805 37753852 "+" "ENST00000297994.4" 1
"6396" "10" 22928053 22928106 "+" "ENST00000298032.10" 1
"6397" "10" 22931996 22931996 "+" "ENST00000298032.10" 2
"6398" "9" 36572895 36573007 "+" "ENST00000298048.7" 1
"6399" "9" 36581644 36581681 "+" "ENST00000298048.7" 2
"6400" "11" 93330742 93330772 "+" "ENST00000298050.9" 1
"6401" "11" 93332216 93332259 "+" "ENST00000298050.9" 2
"6402" "10" 91410344 91410438 "+" "ENST00000298068.10" 1
"6403" "14" 39432163 39432433 "-" "ENST00000298097.8" 1
"6404" "14" 41606876 41608562 "+" "ENST00000298119.9" 1
"6405" "14" 41766854 41767029 "+" "ENST00000298119.9" 2
"6406" "14" 41886606 41886625 "+" "ENST00000298119.9" 3
"6407" "13" 51584462 51584687 "+" "ENST00000298125.7" 1
"6408" "14" 34462208 34462240 "-" "ENST00000298130.5" 1
"6409" "8" 31058372 31058447 "+" "ENST00000298139.7" 2
"6410" "8" 31033810 31033973 "+" "ENST00000298139.7" 1
"6411" "14" 34714541 34714593 "-" "ENST00000298159.11" 1
"6412" "14" 80955621 80955680 "+" "ENST00000298171.7" 1
"6413" "X" 52653473 52653492 "-" "ENST00000298181.6" 2
"6414" "X" 52654762 52654900 "-" "ENST00000298181.6" 1
"6415" "11" 74398162 74398433 "-" "ENST00000298198.5" 1
"6416" "11" 72218561 72218584 "+" "ENST00000298223.11" 2
"6417" "11" 72216794 72216925 "+" "ENST00000298223.11" 1
"6418" "11" 72224767 72224984 "+" "ENST00000298229.7" 1
"6419" "11" 72244005 72244176 "-" "ENST00000298231.5" 1
"6420" "13" 20525795 20525857 "-" "ENST00000298248.12" 1
"6421" "11" 124936007 124936047 "-" "ENST00000298251.5" 1
"6422" "11" 125235045 125235115 "+" "ENST00000298282.14" 2
"6423" "11" 125164751 125164776 "+" "ENST00000298282.14" 1
"6424" "11" 125331819 125331925 "+" "ENST00000298282.14" 3
"6425" "11" 125351284 125351305 "+" "ENST00000298282.14" 4
"6426" "14" 46651737 46651781 "-" "ENST00000298283.5" 1
"6427" "14" 49598940 49599020 "+" "ENST00000298288.11" 1
"6428" "14" 49619105 49619140 "-" "ENST00000298289.7" 2
"6429" "14" 49620562 49620626 "-" "ENST00000298289.7" 1
"6430" "14" 49635150 49635244 "-" "ENST00000298292.13" 1
"6431" "10" 44978618 44978809 "-" "ENST00000298295.4" 1
"6432" "10" 44978031 44978055 "-" "ENST00000298295.4" 2
"6433" "10" 45003280 45003368 "+" "ENST00000298299.4" 2
"6434" "10" 45000923 45000978 "+" "ENST00000298299.4" 1
"6435" "14" 49768153 49768468 "+" "ENST00000298307.10" 1
"6436" "14" 49852754 49852788 "-" "ENST00000298310.10" 1
"6437" "14" 49893256 49893736 "+" "ENST00000298316.7" 2
"6438" "14" 49893082 49893157 "+" "ENST00000298316.7" 1
"6439" "11" 126211639 126211650 "-" "ENST00000298317.9" 1
"6440" "14" 77213446 77213508 "+" "ENST00000298351.5" 2
"6441" "14" 77181798 77181894 "+" "ENST00000298351.5" 1
"6442" "14" 77218801 77218813 "+" "ENST00000298351.5" 3
"6443" "14" 77270938 77271206 "-" "ENST00000298352.5" 1
"6444" "10" 4826207 4826324 "+" "ENST00000298375.12" 1
"6445" "13" 31739526 31739612 "+" "ENST00000298386.7" 1
"6446" "X" 48355250 48355269 "-" "ENST00000298396.7" 2
"6447" "X" 48356634 48356703 "-" "ENST00000298396.7" 1
"6448" "10" 12129677 12129787 "+" "ENST00000298428.14" 1
"6449" "10" 124801819 124801829 "+" "ENST00000298492.6" 1
"6450" "10" 119178791 119178812 "-" "ENST00000298510.4" 1
"6451" "12" 9999101 9999121 "-" "ENST00000298527.11" 1
"6452" "X" 132127845 132128020 "-" "ENST00000298542.9" 1
"6453" "9" 132878256 132878284 "-" "ENST00000298545.4" 1
"6454" "9" 132928873 132928952 "-" "ENST00000298552.9" 3
"6455" "9" 132944543 132944616 "-" "ENST00000298552.9" 1
"6456" "9" 132935033 132935095 "-" "ENST00000298552.9" 2
"6457" "X" 134460165 134460311 "+" "ENST00000298556.8" 1
"6458" "5" 176361602 176361764 "-" "ENST00000298569.9" 1
"6459" "5" 176359811 176359918 "-" "ENST00000298569.9" 2
"6460" "5" 176359509 176359567 "-" "ENST00000298569.9" 3
"6461" "12" 12521099 12521463 "-" "ENST00000298573.9" 2
"6462" "12" 12562117 12562863 "-" "ENST00000298573.9" 1
"6463" "9" 137590264 137590512 "-" "ENST00000298585.3" 1
"6464" "10" 68827531 68827623 "+" "ENST00000298596.11" 1
"6465" "10" 132307834 132307950 "-" "ENST00000298630.8" 1
"6466" "14" 20999293 20999446 "+" "ENST00000298681.5" 1
"6467" "14" 21042953 21042992 "+" "ENST00000298690.5" 2
"6468" "14" 21042362 21042442 "+" "ENST00000298690.5" 1
"6469" "14" 21070304 21070396 "+" "ENST00000298694.9" 1
"6470" "12" 88029340 88029401 "-" "ENST00000298699.7" 1
"6471" "12" 88026963 88027070 "-" "ENST00000298699.7" 2
"6472" "14" 64549961 64549997 "+" "ENST00000298705.6" 1
"6473" "14" 21511224 21511340 "-" "ENST00000298717.9" 1
"6474" "13" 45615685 45615739 "-" "ENST00000298738.3" 1
"6475" "13" 45607564 45607615 "-" "ENST00000298738.3" 2
"6476" "13" 45597006 45597063 "-" "ENST00000298738.3" 3
"6477" "9" 86946780 86947506 "-" "ENST00000298743.9" 1
"6478" "10" 114938195 114938253 "+" "ENST00000298746.5" 1
"6479" "10" 86518070 86518091 "-" "ENST00000298767.10" 2
"6480" "10" 86521365 86521792 "-" "ENST00000298767.10" 1
"6481" "10" 87095206 87095248 "+" "ENST00000298786.5" 1
"6482" "10" 87151350 87151354 "+" "ENST00000298786.5" 3
"6483" "10" 87096934 87096989 "+" "ENST00000298786.5" 2
"6484" "11" 100687288 100687678 "+" "ENST00000298815.13" 1
"6485" "14" 75663055 75663149 "+" "ENST00000298832.14" 2
"6486" "14" 75661246 75661387 "+" "ENST00000298832.14" 1
"6487" "11" 47183004 47183069 "-" "ENST00000298838.11" 2
"6488" "11" 47182728 47182764 "-" "ENST00000298838.11" 3
"6489" "11" 47186349 47186434 "-" "ENST00000298838.11" 1
"6490" "11" 47426280 47426439 "-" "ENST00000298852.8" 1
"6491" "11" 47448965 47449136 "-" "ENST00000298854.7" 1
"6492" "14" 92130951 92130984 "+" "ENST00000298875.9" 3
"6493" "14" 92121969 92122128 "+" "ENST00000298875.9" 1
"6494" "14" 92126122 92126180 "+" "ENST00000298875.9" 2
"6495" "14" 93184810 93184897 "-" "ENST00000298894.5" 1
"6496" "14" 93184559 93184713 "-" "ENST00000298894.5" 2
"6497" "14" 93184243 93184362 "-" "ENST00000298894.5" 3
"6498" "12" 40224997 40225131 "+" "ENST00000298910.12" 1
"6499" "14" 95319793 95319908 "-" "ENST00000298912.9" 1
"6500" "10" 16521066 16521879 "-" "ENST00000298943.4" 1
"6501" "11" 93499276 93499348 "-" "ENST00000298966.7" 2
"6502" "11" 93479190 93479269 "-" "ENST00000298966.7" 3
"6503" "11" 93543276 93543391 "-" "ENST00000298966.7" 1
"6504" "10" 98208101 98208114 "+" "ENST00000298999.8" 5
"6505" "10" 98134657 98134706 "+" "ENST00000298999.8" 1
"6506" "10" 98156093 98156147 "+" "ENST00000298999.8" 2
"6507" "10" 98162883 98162975 "+" "ENST00000298999.8" 3
"6508" "10" 98163293 98163397 "+" "ENST00000298999.8" 4
"6509" "11" 94567368 94567518 "+" "ENST00000299001.11" 1
"6510" "15" 58431991 58432032 "+" "ENST00000299022.10" 1
"6511" "12" 106302733 106302941 "+" "ENST00000299045.8" 1
"6512" "12" 106311041 106311075 "+" "ENST00000299045.8" 2
"6513" "15" 38252836 38253185 "+" "ENST00000299084.9" 1
"6514" "14" 23010101 23010143 "-" "ENST00000299088.11" 1
"6515" "14" 22999024 22999402 "-" "ENST00000299088.11" 2
"6516" "11" 134069072 134069083 "+" "ENST00000299106.9" 1
"6517" "16" 46689134 46689178 "-" "ENST00000299138.12" 1
"6518" "11" 133845447 133845513 "-" "ENST00000299140.8" 1
"6519" "14" 102922663 102922688 "+" "ENST00000299155.10" 1
"6520" "12" 98644702 98644788 "-" "ENST00000299157.5" 1
"6521" "12" 109309119 109309284 "-" "ENST00000299162.10" 1
"6522" "12" 109308322 109308324 "-" "ENST00000299162.10" 2
"6523" "10" 100535943 100535958 "+" "ENST00000299163.7" 1
"6524" "11" 130448645 130448973 "+" "ENST00000299164.4" 1
"6525" "10" 100529852 100529871 "-" "ENST00000299166.9" 1
"6526" "15" 40828642 40828708 "-" "ENST00000299174.10" 1
"6527" "12" 63150837 63151201 "-" "ENST00000299178.4" 1
"6528" "16" 49373804 49373939 "+" "ENST00000299191.4" 1
"6529" "16" 50065970 50066131 "+" "ENST00000299192.8" 1
"6530" "12" 1828076 1828148 "+" "ENST00000299194.6" 3
"6531" "12" 1827410 1827594 "+" "ENST00000299194.6" 2
"6532" "12" 1820565 1820814 "+" "ENST00000299194.6" 1
"6533" "14" 103561165 103561192 "-" "ENST00000299204.6" 2
"6534" "14" 103562616 103562657 "-" "ENST00000299204.6" 1
"6535" "15" 70854089 70854157 "-" "ENST00000299213.10" 1
"6536" "16" 57999493 58000672 "-" "ENST00000299237.3" 1
"6537" "16" 57998266 57998522 "-" "ENST00000299237.3" 2
"6538" "10" 102065349 102065474 "+" "ENST00000299238.7" 1
"6539" "21" 18244833 18245223 "+" "ENST00000299295.7" 1
"6540" "10" 70888534 70888565 "-" "ENST00000299299.4" 1
"6541" "12" 69585459 69585521 "+" "ENST00000299300.11" 1
"6542" "12" 101830676 101830959 "-" "ENST00000299314.12" 1
"6543" "16" 4736464 4736514 "+" "ENST00000299320.10" 2
"6544" "16" 4734537 4734698 "+" "ENST00000299320.10" 1
"6545" "11" 123653802 123653826 "-" "ENST00000299333.8" 2
"6546" "11" 123654226 123654624 "-" "ENST00000299333.8" 1
"6547" "17" 54968647 54968654 "-" "ENST00000299335.8" 1
"6548" "15" 49615172 49615243 "-" "ENST00000299338.11" 2
"6549" "15" 49620700 49620818 "-" "ENST00000299338.11" 1
"6550" "13" 95552720 95552753 "+" "ENST00000299339.3" 1
"6551" "6" 31927717 31927752 "+" "ENST00000299367.10" 1
"6552" "10" 72216012 72216138 "+" "ENST00000299381.5" 1
"6553" "10" 72223888 72223914 "+" "ENST00000299381.5" 2
"6554" "11" 35662775 35663111 "+" "ENST00000299413.7" 1
"6555" "17" 57745273 57745299 "-" "ENST00000299415.3" 1
"6556" "11" 6603774 6603822 "+" "ENST00000299421.9" 1
"6557" "11" 6604180 6604271 "+" "ENST00000299421.9" 2
"6558" "11" 6612190 6612216 "-" "ENST00000299424.9" 1
"6559" "11" 6619401 6619422 "-" "ENST00000299427.12" 1
"6560" "10" 73428285 73428301 "-" "ENST00000299432.7" 2
"6561" "10" 73433513 73433561 "-" "ENST00000299432.7" 1
"6562" "11" 36573291 36573304 "+" "ENST00000299440.6" 2
"6563" "11" 36568007 36568122 "+" "ENST00000299440.6" 1
"6564" "11" 6655563 6655809 "-" "ENST00000299441.5" 1
"6565" "11" 6641614 6641733 "-" "ENST00000299441.5" 2
"6566" "21" 13609777 13610228 "+" "ENST00000299443.6" 1
"6567" "11" 7020479 7020770 "+" "ENST00000299481.5" 1
"6568" "11" 7038566 7038586 "+" "ENST00000299481.5" 2
"6569" "11" 7513999 7514121 "+" "ENST00000299492.9" 1
"6570" "11" 7549440 7549475 "+" "ENST00000299492.9" 2
