"t_id" "chromosome" "g_start_coord_ref" "g_end_coord_ref" "strand_mane" "u_id" "u_id2" "aug_end" "one_two_three" "phylop2" "start"
"9762" "ENST00000382592.5" "chr13" 21046107 21046124 "-" 9762 "uORF" 21046124 3 3 "CAT"
"9763" "ENST00000382599.9" "chr4" 6472413 6472478 "-" 9763 "uORF" 6472478 3 -0.166666666666667 "CAT"
"9764" "ENST00000382599.9" "chr4" 6472326 6472367 "-" 9764 "uORF" 6472367 3 0.5 "CAT"
"9766" "ENST00000382751.4" "chr21" 32392994 32393005 "-" 9766 "uORF" 32393005 3 0 "CAT"
"9767" "ENST00000382867.4" "chrY" 17880057 17880128 "-" 9767 "uORF" 17880128 3 -0.5 "CAT"
"9768" "ENST00000382867.4" "chrY" 17880057 17880065 "-" 9768 "uORF" 17880065 3 -0.666666666666667 "CAT"
"9769" "ENST00000382867.4" "chrY" 17879937 17879954 "-" 9769 "uORF" 17879954 3 0.5 "CAT"
"9770" "ENST00000382936.8" "chr4" 1721265 1721288 "-" 9770 "uORF" 1721288 3 -1 "CAT"
"9771" "ENST00000382936.8" "chr4" 1721084 1721245 "-" 9771 "uORF" 1721245 3 -1.33333333333333 "CAT"
"9772" "ENST00000382936.8" "chr4" 1721084 1721200 "-" 9772 "uORF" 1721200 3 -0.5 "CAT"
"9773" "ENST00000382936.8" "chr4" 1721084 1721092 "-" 9773 "uORF" 1721092 3 -0.666666666666667 "CAT"
"9774" "ENST00000382936.8" "chr4" 1721042 1721050 "-" 9774 "uORF" 1721050 3 -0.666666666666667 "CAT"
"9775" "ENST00000382936.8" "chr4" 1721000 1721008 "-" 9775 "uORF" 1721008 3 -1 "CAT"
"9776" "ENST00000382936.8" "chr4" 1720958 1720966 "-" 9776 "uORF" 1720966 3 -1 "CAT"
"9777" "ENST00000382952.8" "chr4" 1241509 1248955 "-" 9777 "uORF" 1248955 3 -0.166666666666667 "CAT"
"9778" "ENST00000382952.8" "chr4" 1241335 1241433 "-" 9778 "uORF" 1241433 3 0.5 "CAT"
"9786" "ENST00000383075.8" "chr3" 147406390 147406476 "-" 9786 "uORF" 147406476 3 4.66666666666667 "CAT"
"9787" "ENST00000383202.7" "chr3" 136752325 136752363 "-" 9787 "uORF" 136752363 3 3 "CAT"
"9788" "ENST00000383202.7" "chr3" 136752342 136752353 "-" 9788 "uORF" 136752353 3 4 "CAT"
"9789" "ENST00000383202.7" "chr3" 136752196 136752225 "-" 9789 "uORF" 136752225 3 1 "CAT"
"9790" "ENST00000383202.7" "chr3" 136752196 136752207 "-" 9790 "uORF" 136752207 3 1.83333333333333 "CAT"
"9791" "ENST00000383237.5" "chr6" 31680835 31681056 "-" 9791 "uORF" 31681056 3 -0.333333333333333 "CAT"
"9792" "ENST00000383237.5" "chr6" 31680936 31681037 "-" 9792 "uORF" 31681037 3 0.166666666666667 "CAT"
"9793" "ENST00000383237.5" "chr6" 31680743 31680829 "-" 9793 "uORF" 31680829 3 -0.833333333333333 "CAT"
"9794" "ENST00000383237.5" "chr6" 31680798 31680824 "-" 9794 "uORF" 31680824 3 -0.833333333333333 "CAT"
"9795" "ENST00000383237.5" "chr6" 31680743 31680814 "-" 9795 "uORF" 31680814 3 -0.666666666666667 "CAT"
"9796" "ENST00000383237.5" "chr6" 31680611 31680619 "-" 9796 "uORF" 31680619 3 -0.166666666666667 "CAT"
"9797" "ENST00000383237.5" "chr6" 31680466 31680528 "-" 9797 "uORF" 31680528 3 0.833333333333333 "CAT"
"9798" "ENST00000383237.5" "chr6" 31680401 31680523 "-" 9798 "uORF" 31680523 3 -0.166666666666667 "CAT"
"9828" "ENST00000383490.3" "chr18" 5895481 5895498 "-" 9828 "uORF" 5895498 3 2.66666666666667 "CAT"
"9829" "ENST00000383490.3" "chr18" 5895166 5895318 "-" 9829 "uORF" 5895318 3 0 "CAT"
"9830" "ENST00000383490.3" "chr18" 5895104 5895286 "-" 9830 "uORF" 5895286 3 0.5 "CAT"
"9831" "ENST00000383490.3" "chr18" 5895166 5895279 "-" 9831 "uORF" 5895279 3 0.666666666666667 "CAT"
"9832" "ENST00000383490.3" "chr18" 5895258 5895272 "-" 9832 "uORF" 5895272 3 0.666666666666667 "CAT"
"9833" "ENST00000383490.3" "chr18" 5895104 5895235 "-" 9833 "uORF" 5895235 3 2.66666666666667 "CAT"
"9834" "ENST00000383490.3" "chr18" 5895104 5895154 "-" 9834 "uORF" 5895154 3 -0.5 "CAT"
"9835" "ENST00000383490.3" "chr18" 5892133 5895091 "-" 9835 "uORF" 5895091 3 2.5 "CAT"
"9836" "ENST00000383673.5" "chr3" 114178957 114179001 "-" 9836 "uORF" 114179001 3 0.333333333333333 "CAT"
"9837" "ENST00000383673.5" "chr3" 114178826 114178879 "-" 9837 "uORF" 114178879 3 0.666666666666667 "CAT"
"9838" "ENST00000383673.5" "chr3" 114178864 114178872 "-" 9838 "uORF" 114178872 3 0.5 "CAT"
"9839" "ENST00000383673.5" "chr3" 114178777 114178806 "-" 9839 "uORF" 114178806 3 1.66666666666667 "CAT"
"9840" "ENST00000383673.5" "chr3" 114178694 114178735 "-" 9840 "uORF" 114178735 3 0.166666666666667 "CAT"
"9852" "ENST00000383701.8" "chr3" 69012760 69013650 "-" 9852 "uORF" 69013650 3 0.333333333333333 "CAT"
"9853" "ENST00000383701.8" "chr3" 69012567 69012608 "-" 9853 "uORF" 69012608 3 -0.666666666666667 "CAT"
"9854" "ENST00000383701.8" "chr3" 69011985 69012594 "-" 9854 "uORF" 69012594 3 1.66666666666667 "CAT"
"9855" "ENST00000383710.9" "chr3" 62875290 62875406 "-" 9855 "uORF" 62875406 3 1.83333333333333 "CAT"
"9856" "ENST00000383710.9" "chr3" 62875290 62875325 "-" 9856 "uORF" 62875325 3 2.16666666666667 "CAT"
"9861" "ENST00000383790.8" "chr3" 15427461 15427514 "-" 9861 "uORF" 15427514 3 0.666666666666667 "CAT"
"9862" "ENST00000383790.8" "chr3" 15426579 15426596 "-" 9862 "uORF" 15426596 3 -0.166666666666667 "CAT"
"9863" "ENST00000383790.8" "chr3" 15426533 15426556 "-" 9863 "uORF" 15426556 3 0.166666666666667 "CAT"
"9867" "ENST00000383836.8" "chr3" 9249329 9249532 "-" 9867 "uORF" 9249532 3 3 "CAT"
"9868" "ENST00000383836.8" "chr3" 9249502 9249525 "-" 9868 "uORF" 9249525 3 2.16666666666667 "CAT"
"9869" "ENST00000383836.8" "chr3" 9249408 9249425 "-" 9869 "uORF" 9249425 3 1.66666666666667 "CAT"
"9870" "ENST00000383836.8" "chr3" 9249202 9249369 "-" 9870 "uORF" 9249369 3 0.666666666666667 "CAT"
"9871" "ENST00000383836.8" "chr3" 9249281 9249316 "-" 9871 "uORF" 9249316 3 0.166666666666667 "CAT"
"9872" "ENST00000383836.8" "chr3" 9249281 9249292 "-" 9872 "uORF" 9249292 3 0.666666666666667 "CAT"
"9873" "ENST00000388781.8" "chr7" 108123195 108130353 "-" 9873 "uORF" 108130353 3 -0.166666666666667 "CAT"
"9874" "ENST00000388820.5" "chr15" 78811305 78811313 "-" 9874 "uORF" 78811313 3 0.833333333333333 "CAT"
"9884" "ENST00000388996.10" "chr8" 132480834 132480923 "-" 9884 "uORF" 132480923 3 2.5 "CAT"
"9885" "ENST00000389048.8" "chr2" 29921402 29921584 "-" 9885 "uORF" 29921584 3 1.5 "CAT"
"9886" "ENST00000389048.8" "chr2" 29921402 29921449 "-" 9886 "uORF" 29921449 3 -0.833333333333333 "CAT"
"9887" "ENST00000389048.8" "chr2" 29921402 29921446 "-" 9887 "uORF" 29921446 3 -0.333333333333333 "CAT"
"9888" "ENST00000389050.5" "chr3" 20012106 20012228 "-" 9888 "uORF" 20012228 3 -0.666666666666667 "CAT"
"9889" "ENST00000389082.10" "chr12" 31590931 31590954 "-" 9889 "uORF" 31590954 3 0.833333333333333 "CAT"
"9891" "ENST00000389286.9" "chr15" 55742932 55742952 "-" 9891 "uORF" 55742952 3 1 "CAT"
"9895" "ENST00000389418.9" "chr7" 158587693 158587701 "-" 9895 "uORF" 158587701 3 0 "CAT"
"9896" "ENST00000389420.8" "chr12" 43552035 43552121 "-" 9896 "uORF" 43552121 3 1.16666666666667 "CAT"
"9897" "ENST00000389532.9" "chr9" 135907307 135907345 "-" 9897 "uORF" 135907345 3 1 "CAT"
"9902" "ENST00000389740.3" "chr3" 154429951 154430061 "-" 9902 "uORF" 154430061 3 1.33333333333333 "CAT"
"9903" "ENST00000389740.3" "chr3" 154429895 154429951 "-" 9903 "uORF" 154429951 3 0.5 "CAT"
"9904" "ENST00000389740.3" "chr3" 154429773 154429895 "-" 9904 "uORF" 154429895 3 -0.333333333333333 "CAT"
"9905" "ENST00000389740.3" "chr3" 154429814 154429858 "-" 9905 "uORF" 154429858 3 0.333333333333333 "CAT"
"9906" "ENST00000389740.3" "chr3" 154429795 154429821 "-" 9906 "uORF" 154429821 3 0.666666666666667 "CAT"
"9907" "ENST00000389740.3" "chr3" 154429795 154429812 "-" 9907 "uORF" 154429812 3 0.833333333333333 "CAT"
"9908" "ENST00000389740.3" "chr3" 154429739 154429765 "-" 9908 "uORF" 154429765 3 -0.5 "CAT"
"9909" "ENST00000389740.3" "chr3" 154429625 154429702 "-" 9909 "uORF" 154429702 3 0.5 "CAT"
"9913" "ENST00000389793.7" "chr1" 235833610 235833618 "-" 9913 "uORF" 235833618 3 0.166666666666667 "CAT"
"9914" "ENST00000389793.7" "chr1" 235833585 235833602 "-" 9914 "uORF" 235833602 3 3.33333333333333 "CAT"
"9915" "ENST00000389832.7" "chr11" 3232196 3232285 "-" 9915 "uORF" 3232285 3 -0.166666666666667 "CAT"
"9916" "ENST00000389834.9" "chr15" 42273401 42273430 "-" 9916 "uORF" 42273430 3 1.5 "CAT"
"9918" "ENST00000389902.8" "chr7" 5761101 5761124 "-" 9918 "uORF" 5761124 3 0.333333333333333 "CAT"
"9919" "ENST00000389902.8" "chr7" 5761101 5761115 "-" 9919 "uORF" 5761115 3 2.83333333333333 "CAT"
"9920" "ENST00000389902.8" "chr7" 5761072 5761089 "-" 9920 "uORF" 5761089 3 -0.166666666666667 "CAT"
"9922" "ENST00000390677.2" "chr12" 10909541 10909555 "-" 9922 "uORF" 10909555 3 -1.33333333333333 "CAT"
"9923" "ENST00000390677.2" "chr12" 10909359 10909424 "-" 9923 "uORF" 10909424 3 -0.333333333333333 "CAT"
"9926" "ENST00000391553.3" "chr9" 137221572 137221625 "-" 9926 "uORF" 137221625 3 0.5 "CAT"
"9927" "ENST00000391553.3" "chr9" 137221572 137221595 "-" 9927 "uORF" 137221595 3 0.666666666666667 "CAT"
"9928" "ENST00000391553.3" "chr9" 137221227 137221292 "-" 9928 "uORF" 137221292 3 1.16666666666667 "CAT"
"9929" "ENST00000391711.8" "chr19" 36915205 36916182 "-" 9929 "uORF" 36916182 3 -0.333333333333333 "CAT"
"9930" "ENST00000391759.6" "chr19" 54115327 54115356 "-" 9930 "uORF" 54115356 3 1.83333333333333 "CAT"
"9933" "ENST00000391854.7" "chr1" 235595488 235649742 "-" 9933 "uORF" 235649742 3 -0.833333333333333 "CAT"
"9934" "ENST00000391854.7" "chr1" 235649673 235649732 "-" 9934 "uORF" 235649732 3 0 "CAT"
"9935" "ENST00000391916.7" "chr19" 46661169 46661180 "-" 9935 "uORF" 46661180 3 1 "CAT"
"9949" "ENST00000392038.7" "chr19" 40285184 40285231 "-" 9949 "uORF" 40285231 3 1.66666666666667 "CAT"
"9950" "ENST00000392038.7" "chr19" 40265288 40265323 "-" 9950 "uORF" 40265323 3 1.16666666666667 "CAT"
"9962" "ENST00000392257.8" "chr2" 201357305 201357316 "-" 9962 "uORF" 201357316 3 0 "CAT"
"9963" "ENST00000392257.8" "chr2" 201357207 201357233 "-" 9963 "uORF" 201357233 3 -1 "CAT"
"9964" "ENST00000392257.8" "chr2" 201357088 201357120 "-" 9964 "uORF" 201357120 3 0.333333333333333 "CAT"
"9965" "ENST00000392257.8" "chr2" 201357032 201357070 "-" 9965 "uORF" 201357070 3 0 "CAT"
"9966" "ENST00000392257.8" "chr2" 201357009 201357047 "-" 9966 "uORF" 201357047 3 -0.666666666666667 "CAT"
"9967" "ENST00000392257.8" "chr2" 201351438 201357030 "-" 9967 "uORF" 201357030 3 -0.166666666666667 "CAT"
"9968" "ENST00000392257.8" "chr2" 201351438 201357012 "-" 9968 "uORF" 201357012 3 0.333333333333333 "CAT"
"9971" "ENST00000392296.9" "chr2" 197785064 197785159 "-" 9971 "uORF" 197785159 3 2 "CAT"
"9972" "ENST00000392325.9" "chr17" 82648368 82648379 "-" 9972 "uORF" 82648379 3 1.83333333333333 "CAT"
"9975" "ENST00000392349.9" "chr2" 189783105 189783122 "-" 9975 "uORF" 189783122 3 -0.333333333333333 "CAT"
"9976" "ENST00000392349.9" "chr2" 189783042 189783065 "-" 9976 "uORF" 189783065 3 0.666666666666667 "CAT"
"9977" "ENST00000392370.8" "chr2" 187387691 187387720 "-" 9977 "uORF" 187387720 3 0 "CAT"
"9978" "ENST00000392370.8" "chr2" 187387691 187387711 "-" 9978 "uORF" 187387711 3 0.5 "CAT"
"9979" "ENST00000392379.6" "chr3" 197554593 197554679 "-" 9979 "uORF" 197554679 3 0.333333333333333 "CAT"
"9980" "ENST00000392379.6" "chr3" 197554593 197554622 "-" 9980 "uORF" 197554622 3 -1.33333333333333 "CAT"
"9981" "ENST00000392379.6" "chr3" 197546486 197554569 "-" 9981 "uORF" 197554569 3 0 "CAT"
"9982" "ENST00000392403.8" "chr1" 155521559 155521612 "-" 9982 "uORF" 155521612 3 4.66666666666667 "CAT"
"9983" "ENST00000392403.8" "chr1" 155521548 155521577 "-" 9983 "uORF" 155521577 3 1.5 "CAT"
"9984" "ENST00000392413.5" "chr19" 18269546 18269557 "-" 9984 "uORF" 18269557 3 0.833333333333333 "CAT"
"9985" "ENST00000392446.10" "chr17" 78997878 78997886 "-" 9985 "uORF" 78997886 3 -0.833333333333333 "CAT"
"9990" "ENST00000392533.8" "chr12" 118255649 118266698 "-" 9990 "uORF" 118266698 3 3.33333333333333 "CAT"
"9991" "ENST00000392533.8" "chr12" 118255649 118266683 "-" 9991 "uORF" 118266683 3 0.333333333333333 "CAT"
"9992" "ENST00000392533.8" "chr12" 118255601 118255621 "-" 9992 "uORF" 118255621 3 4 "CAT"
"9993" "ENST00000392552.7" "chr2" 174481963 174486955 "-" 9993 "uORF" 174486955 3 2.83333333333333 "CAT"
"9994" "ENST00000392589.6" "chr6" 110179463 110179477 "-" 9994 "uORF" 110179477 3 1.66666666666667 "CAT"
"9995" "ENST00000392589.6" "chr6" 110178679 110178741 "-" 9995 "uORF" 110178741 3 1.66666666666667 "CAT"
"9996" "ENST00000392589.6" "chr6" 110178630 110178695 "-" 9996 "uORF" 110178695 3 0.333333333333333 "CAT"
"9997" "ENST00000392589.6" "chr6" 110178630 110178692 "-" 9997 "uORF" 110178692 3 0 "CAT"
"9998" "ENST00000392589.6" "chr6" 110178614 110178676 "-" 9998 "uORF" 110178676 3 0.666666666666667 "CAT"
"9999" "ENST00000392589.6" "chr6" 110160645 110160716 "-" 9999 "uORF" 110160716 3 0.666666666666667 "CAT"
"10000" "ENST00000392589.6" "chr6" 110160645 110160698 "-" 10000 "uORF" 110160698 3 0.166666666666667 "CAT"
"10001" "ENST00000392589.6" "chr6" 110127626 110160663 "-" 10001 "uORF" 110160663 3 0 "CAT"
"10007" "ENST00000392666.6" "chr11" 128867174 128867212 "-" 10007 "uORF" 128867212 3 0.5 "CAT"
"10008" "ENST00000392666.6" "chr11" 128850737 128867177 "-" 10008 "uORF" 128867177 3 0.666666666666667 "CAT"
"10009" "ENST00000392666.6" "chr11" 128850751 128850762 "-" 10009 "uORF" 128850762 3 0.166666666666667 "CAT"
"10016" "ENST00000392685.7" "chr3" 179251032 179251103 "-" 10016 "uORF" 179251103 3 0 "CAT"
"10034" "ENST00000392750.7" "chr3" 167734680 167734730 "-" 10034 "uORF" 167734730 3 0.166666666666667 "CAT"
"10035" "ENST00000392750.7" "chr3" 167734286 167734318 "-" 10035 "uORF" 167734318 3 0 "CAT"
"10036" "ENST00000392750.7" "chr3" 167734251 167734286 "-" 10036 "uORF" 167734286 3 0.166666666666667 "CAT"
"10037" "ENST00000392750.7" "chr3" 167734251 167734283 "-" 10037 "uORF" 167734283 3 0.166666666666667 "CAT"
"10038" "ENST00000392750.7" "chr3" 167720158 167720211 "-" 10038 "uORF" 167720211 3 6 "CAT"
"10039" "ENST00000392783.7" "chr2" 159616453 159616539 "-" 10039 "uORF" 159616539 3 2.66666666666667 "CAT"
"10040" "ENST00000392783.7" "chr2" 159555837 159555851 "-" 10040 "uORF" 159555851 3 4.33333333333333 "CAT"
"10053" "ENST00000392915.7" "chr2" 135047395 135047415 "-" 10053 "uORF" 135047415 3 -0.166666666666667 "CAT"
"10054" "ENST00000392915.7" "chr2" 135047258 135047332 "-" 10054 "uORF" 135047332 3 0.833333333333333 "CAT"
"10055" "ENST00000392915.7" "chr2" 135047263 135047319 "-" 10055 "uORF" 135047319 3 1.16666666666667 "CAT"
"10056" "ENST00000392915.7" "chr2" 135047258 135047266 "-" 10056 "uORF" 135047266 3 -0.166666666666667 "CAT"
"10057" "ENST00000392915.7" "chr2" 135040368 135047256 "-" 10057 "uORF" 135047256 3 1.83333333333333 "CAT"
"10058" "ENST00000392915.7" "chr2" 135040368 135047253 "-" 10058 "uORF" 135047253 3 0 "CAT"
"10059" "ENST00000392915.7" "chr2" 135040368 135040484 "-" 10059 "uORF" 135040484 3 1.66666666666667 "CAT"
"10060" "ENST00000392915.7" "chr2" 135024733 135030368 "-" 10060 "uORF" 135030368 3 1.16666666666667 "CAT"
"10061" "ENST00000392915.7" "chr2" 135030337 135030348 "-" 10061 "uORF" 135030348 3 2 "CAT"
"10062" "ENST00000392915.7" "chr2" 135024683 135024697 "-" 10062 "uORF" 135024697 3 2.66666666666667 "CAT"
"10070" "ENST00000393033.9" "chr19" 14492880 14492912 "-" 10070 "uORF" 14492912 3 1.16666666666667 "CAT"
"10078" "ENST00000393114.8" "chr7" 135169019 135169030 "-" 10078 "uORF" 135169030 3 0 "CAT"
"10079" "ENST00000393158.7" "chr11" 104164053 104164085 "-" 10079 "uORF" 104164085 3 0.666666666666667 "CAT"
"10083" "ENST00000393238.8" "chr3" 129880506 129893589 "-" 10083 "uORF" 129893589 3 0.833333333333333 "CAT"
"10084" "ENST00000393238.8" "chr3" 129832779 129880512 "-" 10084 "uORF" 129880512 3 1.33333333333333 "CAT"
"10085" "ENST00000393238.8" "chr3" 129880391 129880426 "-" 10085 "uORF" 129880426 3 0.666666666666667 "CAT"
"10086" "ENST00000393238.8" "chr3" 129880398 129880409 "-" 10086 "uORF" 129880409 3 0.833333333333333 "CAT"
"10087" "ENST00000393238.8" "chr3" 129832779 129880347 "-" 10087 "uORF" 129880347 3 1.66666666666667 "CAT"
"10088" "ENST00000393238.8" "chr3" 129828461 129832779 "-" 10088 "uORF" 129832779 3 1.66666666666667 "CAT"
"10089" "ENST00000393238.8" "chr3" 129828461 129828502 "-" 10089 "uORF" 129828502 3 5.33333333333333 "CAT"
"10090" "ENST00000393238.8" "chr3" 129828461 129828478 "-" 10090 "uORF" 129828478 3 5.33333333333333 "CAT"
"10091" "ENST00000393238.8" "chr3" 129828444 129828455 "-" 10091 "uORF" 129828455 3 1.83333333333333 "CAT"
"10092" "ENST00000393274.6" "chr1" 114654648 114654701 "-" 10092 "uORF" 114654701 3 -0.666666666666667 "CAT"
"10093" "ENST00000393274.6" "chr1" 114654614 114654658 "-" 10093 "uORF" 114654658 3 -0.166666666666667 "CAT"
"10094" "ENST00000393274.6" "chr1" 114654527 114654595 "-" 10094 "uORF" 114654595 3 -0.166666666666667 "CAT"
"10095" "ENST00000393274.6" "chr1" 114654508 114654546 "-" 10095 "uORF" 114654546 3 1 "CAT"
"10096" "ENST00000393274.6" "chr1" 114654508 114654519 "-" 10096 "uORF" 114654519 3 0.166666666666667 "CAT"
"10097" "ENST00000393274.6" "chr1" 114626032 114626103 "-" 10097 "uORF" 114626103 3 2 "CAT"
"10098" "ENST00000393274.6" "chr1" 114626018 114626032 "-" 10098 "uORF" 114626032 3 4.33333333333333 "CAT"
"10100" "ENST00000393316.8" "chr1" 113887470 113887493 "-" 10100 "uORF" 113887493 3 -0.5 "CAT"
"10102" "ENST00000393382.8" "chr17" 48817134 48817190 "-" 10102 "uORF" 48817190 3 0 "CAT"
"10103" "ENST00000393382.8" "chr17" 48817134 48817145 "-" 10103 "uORF" 48817145 3 2.5 "CAT"
"10104" "ENST00000393382.8" "chr17" 48817111 48817137 "-" 10104 "uORF" 48817137 3 -0.166666666666667 "CAT"
"10109" "ENST00000393483.8" "chr2" 99154712 99154744 "-" 10109 "uORF" 99154744 3 0.5 "CAT"
"10110" "ENST00000393483.8" "chr2" 99127146 99127160 "-" 10110 "uORF" 99127160 3 3.16666666666667 "CAT"
"10111" "ENST00000393483.8" "chr2" 99118630 99118638 "-" 10111 "uORF" 99118638 3 0.666666666666667 "CAT"
"10112" "ENST00000393483.8" "chr2" 99117684 99117734 "-" 10112 "uORF" 99117734 3 2.66666666666667 "CAT"
"10113" "ENST00000393483.8" "chr2" 99117684 99117719 "-" 10113 "uORF" 99117719 3 1 "CAT"
"10114" "ENST00000393483.8" "chr2" 99117663 99117671 "-" 10114 "uORF" 99117671 3 0.333333333333333 "CAT"
"10115" "ENST00000393483.8" "chr2" 99117630 99117653 "-" 10115 "uORF" 99117653 3 4 "CAT"
"10119" "ENST00000393487.6" "chr2" 98726447 98726464 "-" 10119 "uORF" 98726464 3 1.5 "CAT"
"10120" "ENST00000393487.6" "chr2" 98726334 98726345 "-" 10120 "uORF" 98726345 3 4.66666666666667 "CAT"
"10121" "ENST00000393567.7" "chr16" 71230586 71230687 "-" 10121 "uORF" 71230687 3 -3 "CAT"
"10122" "ENST00000393567.7" "chr16" 71230586 71230657 "-" 10122 "uORF" 71230657 3 -0.166666666666667 "CAT"
"10123" "ENST00000393567.7" "chr16" 71230586 71230600 "-" 10123 "uORF" 71230600 3 -1.66666666666667 "CAT"
"10125" "ENST00000393609.8" "chr11" 72732559 72732579 "-" 10125 "uORF" 72732579 3 1.83333333333333 "CAT"
"10127" "ENST00000393674.7" "chr4" 174283488 174283514 "-" 10127 "uORF" 174283514 3 2.33333333333333 "CAT"
"10129" "ENST00000393752.3" "chr5" 175443450 175443533 "-" 10129 "uORF" 175443533 3 0.333333333333333 "CAT"
"10130" "ENST00000393752.3" "chr5" 175443407 175443415 "-" 10130 "uORF" 175443415 3 0.5 "CAT"
"10131" "ENST00000393752.3" "chr5" 175443281 175443403 "-" 10131 "uORF" 175443403 3 0.833333333333333 "CAT"
"10132" "ENST00000393752.3" "chr5" 175443238 175443252 "-" 10132 "uORF" 175443252 3 0.833333333333333 "CAT"
"10133" "ENST00000393752.3" "chr5" 175443164 175443247 "-" 10133 "uORF" 175443247 3 0.5 "CAT"
"10134" "ENST00000393758.7" "chrX" 153830423 153830512 "-" 10134 "uORF" 153830512 3 0.5 "CAT"
"10135" "ENST00000393758.7" "chrX" 153830348 153830398 "-" 10135 "uORF" 153830398 3 0.666666666666667 "CAT"
"10139" "ENST00000393765.7" "chr3" 119236964 119237056 "-" 10139 "uORF" 119237056 3 -1 "CAT"
"10140" "ENST00000393765.7" "chr3" 119236905 119237006 "-" 10140 "uORF" 119237006 3 -0.666666666666667 "CAT"
"10141" "ENST00000393765.7" "chr3" 119236905 119236967 "-" 10141 "uORF" 119236967 3 0 "CAT"
"10142" "ENST00000393791.8" "chr12" 57479421 57479743 "-" 10142 "uORF" 57479743 3 0.166666666666667 "CAT"
"10147" "ENST00000393847.6" "chr16" 67993249 67999416 "-" 10147 "uORF" 67999416 3 0 "CAT"
"10148" "ENST00000393913.8" "chr2" 75522383 75522436 "-" 10148 "uORF" 75522436 3 0.166666666666667 "CAT"
"10149" "ENST00000393913.8" "chr2" 75522383 75522418 "-" 10149 "uORF" 75522418 3 3 "CAT"
"10150" "ENST00000393927.9" "chr19" 8514134 8514148 "-" 10150 "uORF" 8514148 3 2 "CAT"
"10153" "ENST00000393960.7" "chr11" 66954288 66954377 "-" 10153 "uORF" 66954377 3 -0.833333333333333 "CAT"
"10154" "ENST00000393960.7" "chr11" 66954329 66954370 "-" 10154 "uORF" 66954370 3 -1 "CAT"
"10155" "ENST00000393960.7" "chr11" 66954288 66954332 "-" 10155 "uORF" 66954332 3 -0.333333333333333 "CAT"
"10156" "ENST00000393960.7" "chr11" 66952443 66954291 "-" 10156 "uORF" 66954291 3 -0.333333333333333 "CAT"
"10157" "ENST00000393965.8" "chr2" 74482861 74482965 "-" 10157 "uORF" 74482965 3 -1.5 "CAT"
"10158" "ENST00000393965.8" "chr2" 74482861 74482920 "-" 10158 "uORF" 74482920 3 -0.833333333333333 "CAT"
"10162" "ENST00000394019.7" "chr2" 74342493 74342501 "-" 10162 "uORF" 74342501 3 0.333333333333333 "CAT"
"10163" "ENST00000394019.7" "chr2" 74338892 74342493 "-" 10163 "uORF" 74342493 3 -0.5 "CAT"
"10164" "ENST00000394019.7" "chr2" 74342469 74342489 "-" 10164 "uORF" 74342489 3 -0.333333333333333 "CAT"
"10165" "ENST00000394019.7" "chr2" 74334116 74334157 "-" 10165 "uORF" 74334157 3 1.33333333333333 "CAT"
"10166" "ENST00000394019.7" "chr2" 74328130 74334134 "-" 10166 "uORF" 74334134 3 -0.333333333333333 "CAT"
"10169" "ENST00000394106.7" "chr16" 66696586 66696603 "-" 10169 "uORF" 66696603 3 -0.166666666666667 "CAT"
"10170" "ENST00000394128.7" "chr17" 40054375 40054395 "-" 10170 "uORF" 40054395 3 4.33333333333333 "CAT"
"10171" "ENST00000394128.7" "chr17" 40054375 40054389 "-" 10171 "uORF" 40054389 3 -0.5 "CAT"
"10172" "ENST00000394132.7" "chr15" 99249528 99249563 "-" 10172 "uORF" 99249563 3 -0.666666666666667 "CAT"
"10173" "ENST00000394132.7" "chr15" 99249484 99249519 "-" 10173 "uORF" 99249519 3 -0.666666666666667 "CAT"
"10174" "ENST00000394132.7" "chr15" 99249174 99249200 "-" 10174 "uORF" 99249200 3 0 "CAT"
"10175" "ENST00000394132.7" "chr15" 99245475 99245510 "-" 10175 "uORF" 99245510 3 -1.5 "CAT"
"10176" "ENST00000394132.7" "chr15" 99241432 99241461 "-" 10176 "uORF" 99241461 3 0.333333333333333 "CAT"
"10177" "ENST00000394132.7" "chr15" 99241371 99241439 "-" 10177 "uORF" 99241439 3 0.833333333333333 "CAT"
"10178" "ENST00000394132.7" "chr15" 99241421 99241432 "-" 10178 "uORF" 99241432 3 0 "CAT"
"10179" "ENST00000394132.7" "chr15" 99241371 99241385 "-" 10179 "uORF" 99241385 3 1.16666666666667 "CAT"
"10180" "ENST00000394132.7" "chr15" 99235036 99235065 "-" 10180 "uORF" 99235065 3 0.5 "CAT"
"10196" "ENST00000394215.7" "chr9" 123930078 123930110 "-" 10196 "uORF" 123930110 3 1.83333333333333 "CAT"
"10197" "ENST00000394223.2" "chr4" 139297389 139302435 "-" 10197 "uORF" 139302435 3 -0.333333333333333 "CAT"
"10198" "ENST00000394223.2" "chr4" 139295960 139297443 "-" 10198 "uORF" 139297443 3 1.33333333333333 "CAT"
"10199" "ENST00000394223.2" "chr4" 139295949 139297387 "-" 10199 "uORF" 139297387 3 0.333333333333333 "CAT"
